pipeline,k,qid,token_f1,faithfulness,answerability,recall_at_k
bm25,10,REC_092,0.0,0.0,1.0,
bm25,10,REC_093,0.0,1.0,1.0,
bm25,10,REC_094,0.28571428571428575,0.8333333333333334,1.0,1.0
bm25,10,REC_095,0.0,1.0,1.0,
bm25,10,REC_096,0.0,1.0,1.0,
bm25,10,REC_097,0.0,1.0,0.0,
bm25,10,REC_098,0.09523809523809523,1.0,1.0,1.0
bm25,10,REC_099,0.0,1.0,0.0,1.0
bm25,10,REC_100,0.0,1.0,1.0,
bm25,10,REC_101,0.0,0.5,1.0,
bm25,10,REC_102,0.13513513513513514,0.8333333333333334,1.0,1.0
bm25,10,REC_103,0.1020408163265306,1.0,1.0,1.0
bm25,10,REC_104,0.09374999999999999,0.875,1.0,1.0
bm25,10,REC_105,0.0,1.0,1.0,1.0
bm25,10,REC_106,0.0,1.0,0.0,1.0
bm25,10,REC_107,0.0,1.0,0.0,1.0
bm25,10,REC_108,0.19718309859154928,1.0,1.0,1.0
bm25,10,REC_109,0.20689655172413793,1.0,1.0,1.0
bm25,10,REC_110,0.0,1.0,1.0,
bm25,10,REC_111,0.0,1.0,1.0,
bm25,10,REC_112,0.1081081081081081,1.0,1.0,1.0
bm25,10,REC_113,0.08695652173913043,0.0,0.0,1.0
bm25,10,REC_114,0.18181818181818182,0.6,1.0,1.0
bm25,10,REC_115,0.2068965517241379,1.0,1.0,1.0
bm25,10,REC_116,0.19607843137254902,1.0,1.0,1.0
bm25,10,REC_117,0.09302325581395349,0.6666666666666666,1.0,1.0
bm25,10,REC_118,0.2077922077922078,1.0,1.0,1.0
bm25,10,REC_119,0.2592592592592593,1.0,1.0,1.0
bm25,10,REC_120,0.15384615384615383,1.0,1.0,1.0
bm25,10,REC_121,0.07547169811320754,1.0,0.0,0.0
bm25,10,REC_122,0.0,1.0,1.0,
bm25,10,REC_123,0.0,0.0,1.0,
bm25,10,REC_124,0.0,1.0,1.0,
bm25,10,REC_125,0.0,1.0,0.0,0.0
bm25,10,REC_126,0.0,0.0,0.0,1.0
bm25,10,REC_127,0.10714285714285714,1.0,1.0,1.0
bm25,10,REC_128,0.0,0.0,1.0,
bm25,10,REC_129,0.0,0.0,1.0,
bm25,10,REC_130,0.0,1.0,0.0,
bm25,10,REC_131,0.0,1.0,1.0,
bm25,10,REC_132,0.0898876404494382,1.0,1.0,1.0
bm25,10,REC_133,0.18518518518518517,0.8,1.0,1.0
bm25,10,REC_134,0.17105263157894735,0.8333333333333334,1.0,0.0
bm25,10,REC_135,0.05405405405405406,0.5,0.0,1.0
bm25,10,REC_136,0.05128205128205127,0.0,0.0,1.0
bm25,10,REC_137,0.0,1.0,1.0,
bm25,10,REC_138,0.047619047619047616,1.0,0.0,0.0
bm25,10,REC_139,0.0,0.0,1.0,
bm25,10,REC_140,0.0,0.0,1.0,
bm25,10,REC_141,0.14814814814814814,1.0,1.0,1.0
bm25,10,REC_142,0.0,0.0,1.0,
bm25,10,REC_143,0.0,1.0,1.0,
bm25,10,REC_144,0.0,1.0,1.0,1.0
bm25,10,REC_145,0.0,1.0,1.0,
bm25,10,REC_146,0.15909090909090912,1.0,1.0,1.0
bm25,10,REC_147,0.0,1.0,1.0,
bm25,10,REC_148,0.05405405405405406,0.0,0.0,0.0
bm25,10,REC_149,0.21176470588235294,0.8333333333333334,1.0,1.0
bm25,10,REC_150,0.0,0.0,0.0,1.0
bm25,10,REC_151,0.0,1.0,1.0,
bm25,10,REC_152,0.3287671232876712,1.0,1.0,1.0
bm25,10,REC_153,0.0,1.0,0.0,1.0
bm25,10,REC_154,0.0,0.0,1.0,
bm25,10,REC_155,0.0,1.0,1.0,
bm25,10,REC_156,0.10526315789473685,1.0,1.0,1.0
bm25,10,REC_157,0.0,0.75,1.0,1.0
bm25,10,REC_158,0.1492537313432836,1.0,1.0,1.0
bm25,10,REC_159,0.22222222222222224,1.0,1.0,1.0
bm25,10,REC_160,0.4444444444444444,0.75,1.0,1.0
bm25,10,REC_161,0.0,1.0,1.0,
bm25,10,REC_162,0.04705882352941177,0.0,0.0,1.0
bm25,10,REC_163,0.0,1.0,1.0,
bm25,10,REC_164,0.0,1.0,0.0,1.0
bm25,10,REC_165,0.0,0.0,0.0,0.0
bm25,10,REC_166,0.05714285714285715,0.75,1.0,1.0
bm25,10,REC_167,0.0,1.0,1.0,
bm25,10,REC_168,0.2222222222222222,0.0,0.0,1.0
bm25,10,REC_169,0.06451612903225806,1.0,0.0,1.0
bm25,10,REC_170,0.0,0.0,1.0,
bm25,10,REC_171,0.0,0.0,1.0,
bm25,10,REC_172,0.0,1.0,0.0,
bm25,10,REC_173,0.2692307692307693,1.0,1.0,1.0
bm25,10,REC_174,0.08823529411764705,1.0,0.0,1.0
bm25,10,REC_175,0.20987654320987656,1.0,1.0,0.0
bm25,10,REC_176,0.0,1.0,0.0,
bm25,10,REC_177,0.3908045977011494,1.0,1.0,1.0
bm25,10,REC_178,0.13114754098360654,1.0,0.0,1.0
bm25,10,REC_179,0.3076923076923077,1.0,1.0,0.0
bm25,10,REC_180,0.28169014084507044,0.7142857142857143,1.0,1.0
bm25,10,REC_181,0.0,0.0,0.0,1.0
bm25,10,REC_182,0.0,1.0,0.0,
bm25,10,REC_183,0.05,0.0,0.0,1.0
bm25,10,REC_184,0.0,0.0,1.0,
bm25,10,REC_185,0.4590163934426229,1.0,1.0,0.0
bm25,10,REC_186,0.03703703703703704,0.0,0.0,1.0
bm25,10,REC_187,0.09523809523809525,1.0,1.0,1.0
bm25,10,REC_188,0.043478260869565216,0.0,0.0,1.0
bm25,10,REC_189,0.0,0.0,1.0,
bm25,10,REC_190,0.10344827586206896,1.0,1.0,1.0
bm25,10,REC_191,0.0,0.0,0.0,0.0
bm25,10,REC_192,0.0,1.0,1.0,
bm25,10,REC_193,0.11538461538461536,1.0,0.0,1.0
bm25,10,REC_194,0.19607843137254902,1.0,1.0,1.0
bm25,10,REC_195,0.2278481012658228,1.0,1.0,1.0
bm25,10,REC_196,0.0,1.0,1.0,
bm25,10,REC_197,0.09756097560975609,0.3333333333333333,0.0,1.0
bm25,10,REC_198,0.15384615384615383,0.75,1.0,0.0
bm25,10,REC_199,0.2682926829268293,1.0,1.0,0.0
bm25,10,REC_200,0.0425531914893617,0.0,0.0,0.0
bm25,1,REC_001,0.0,0.0,1.0,
bm25,1,REC_002,0.0,0.0,1.0,
bm25,1,REC_003,0.0,0.0,0.0,0.0
bm25,1,REC_004,0.0,1.0,1.0,1.0
bm25,1,REC_005,0.0,0.0,1.0,
bm25,1,REC_006,0.0,0.0,0.0,0.0
bm25,1,REC_007,0.0,1.0,1.0,0.0
bm25,1,REC_008,0.25000000000000006,0.75,1.0,1.0
bm25,1,REC_009,0.0,0.0,1.0,
bm25,1,REC_010,0.0,0.0,1.0,
bm25,1,REC_011,0.09836065573770492,0.0,0.0,0.0
bm25,1,REC_012,0.125,0.0,0.0,0.0
bm25,1,REC_013,0.0,1.0,1.0,
bm25,1,REC_014,0.0,0.0,1.0,
bm25,1,REC_015,0.0,1.0,1.0,
bm25,1,REC_016,0.0,0.0,1.0,
bm25,1,REC_017,0.0,1.0,1.0,
bm25,1,REC_018,0.0,0.4,0.0,
bm25,1,REC_019,0.0,0.0,0.0,0.0
bm25,1,REC_020,0.0,0.0,1.0,
bm25,1,REC_021,0.0,1.0,1.0,
bm25,1,REC_022,0.0,0.0,1.0,
bm25,1,REC_023,0.0,0.0,0.0,0.0
bm25,1,REC_024,0.0,0.0,1.0,
bm25,1,REC_025,0.0,0.0,0.0,0.0
bm25,1,REC_026,0.1839080459770115,0.3333333333333333,1.0,0.0
bm25,1,REC_027,0.0,0.0,1.0,
bm25,1,REC_028,0.0,0.0,1.0,
bm25,1,REC_029,0.052631578947368425,0.8571428571428571,1.0,1.0
bm25,1,REC_030,0.0,0.0,0.0,0.0
bm25,1,REC_031,0.0,1.0,1.0,
bm25,1,REC_032,0.09836065573770492,0.0,0.0,0.0
bm25,1,REC_033,0.0,0.0,1.0,
bm25,1,REC_034,0.0,0.0,1.0,
bm25,1,REC_035,0.0,1.0,0.0,
bm25,1,REC_036,0.13636363636363635,0.6666666666666666,1.0,0.0
bm25,1,REC_037,0.0,0.0,1.0,
bm25,1,REC_038,0.09523809523809523,1.0,1.0,1.0
bm25,1,REC_039,0.2105263157894737,0.8,1.0,0.0
bm25,1,REC_040,0.0,0.0,0.0,0.0
bm25,1,REC_041,0.0,0.0,0.0,0.0
bm25,1,REC_042,0.037037037037037035,1.0,1.0,1.0
bm25,1,REC_043,0.0,1.0,0.0,0.0
bm25,1,REC_044,0.08571428571428573,0.0,0.0,0.0
bm25,1,REC_045,0.0,0.0,1.0,
bm25,1,REC_046,0.2748091603053435,0.7142857142857143,1.0,0.0
bm25,1,REC_047,0.046511627906976744,0.0,0.0,0.0
bm25,1,REC_048,0.16129032258064516,0.6666666666666666,1.0,1.0
bm25,1,REC_049,0.07317073170731707,0.6666666666666666,1.0,0.0
bm25,1,REC_050,0.1875,1.0,1.0,0.0
bm25,1,REC_051,0.3125,1.0,1.0,0.0
bm25,1,REC_052,0.0,0.0,1.0,
bm25,1,REC_053,0.0,1.0,1.0,1.0
bm25,1,REC_054,0.07547169811320754,0.0,0.0,0.0
bm25,1,REC_055,0.17283950617283952,0.0,1.0,0.0
bm25,1,REC_056,0.0,0.0,1.0,
bm25,1,REC_057,0.0,1.0,0.0,0.0
bm25,1,REC_058,0.10526315789473684,0.0,0.0,0.0
bm25,1,REC_059,0.04166666666666667,0.4,1.0,0.0
bm25,1,REC_060,0.06896551724137931,0.0,0.0,0.0
bm25,1,REC_061,0.0,0.0,0.0,0.0
bm25,1,REC_062,0.3636363636363636,1.0,1.0,0.0
bm25,1,REC_063,0.35294117647058826,1.0,1.0,0.0
bm25,1,REC_064,0.0,0.0,1.0,
bm25,1,REC_065,0.0821917808219178,0.75,0.0,0.0
bm25,1,REC_066,0.13793103448275862,0.0,0.0,0.0
bm25,1,REC_067,0.0,0.0,1.0,
bm25,1,REC_068,0.10526315789473685,1.0,0.0,0.0
bm25,1,REC_069,0.0,1.0,0.0,
bm25,1,REC_070,0.0923076923076923,0.0,0.0,0.0
bm25,1,REC_071,0.17543859649122806,0.6666666666666666,1.0,1.0
bm25,1,REC_072,0.0,0.0,0.0,0.0
bm25,1,REC_073,0.13333333333333333,0.6666666666666666,1.0,0.0
bm25,1,REC_074,0.0437956204379562,0.0,0.0,0.0
bm25,1,REC_075,0.2692307692307693,0.75,1.0,0.0
bm25,1,REC_076,0.0,0.0,1.0,
bm25,1,REC_077,0.15384615384615385,0.625,1.0,0.0
bm25,1,REC_078,0.0,0.0,1.0,
bm25,1,REC_079,0.0,0.0,1.0,
bm25,1,REC_080,0.0,1.0,1.0,
bm25,1,REC_081,0.0,1.0,0.0,
bm25,1,REC_082,0.0,0.0,1.0,
bm25,1,REC_083,0.06666666666666667,0.0,0.0,0.0
bm25,1,REC_084,0.0,0.0,0.0,0.0
bm25,1,REC_085,0.1176470588235294,0.8333333333333334,1.0,1.0
bm25,1,REC_086,0.09523809523809523,1.0,0.0,0.0
bm25,1,REC_087,0.0,0.0,1.0,
bm25,1,REC_088,0.14634146341463414,1.0,1.0,1.0
bm25,1,REC_089,0.22857142857142856,0.75,1.0,0.0
bm25,1,REC_090,0.03571428571428572,0.0,0.0,1.0
bm25,1,REC_091,0.0,1.0,0.0,
bm25,1,REC_092,0.0,1.0,1.0,
bm25,1,REC_093,0.0,0.0,1.0,
bm25,1,REC_094,0.18518518518518517,1.0,1.0,0.0
bm25,1,REC_095,0.0,0.0,1.0,
bm25,1,REC_096,0.0,0.0,1.0,
bm25,1,REC_097,0.0,0.5,0.0,
bm25,1,REC_098,0.1111111111111111,0.5,0.0,0.0
bm25,1,REC_099,0.0,0.0,0.0,0.0
bm25,1,REC_100,0.0,0.0,1.0,
bm25,1,REC_101,0.0,1.0,1.0,
bm25,1,REC_102,0.0425531914893617,0.5,1.0,0.0
bm25,1,REC_103,0.1590909090909091,1.0,1.0,0.0
bm25,1,REC_104,0.15384615384615383,0.875,1.0,0.0
bm25,1,REC_105,0.0,1.0,0.0,0.0
bm25,1,REC_106,0.0,0.0,0.0,0.0
bm25,1,REC_107,0.0,0.0,0.0,1.0
bm25,1,REC_108,0.04,1.0,0.0,0.0
bm25,1,REC_109,0.09523809523809523,0.0,0.0,0.0
bm25,1,REC_110,0.0,0.0,1.0,
bm25,1,REC_111,0.0,0.0,1.0,
bm25,1,REC_112,0.0851063829787234,1.0,1.0,0.0
bm25,1,REC_113,0.37499999999999994,0.3333333333333333,1.0,1.0
bm25,1,REC_114,0.205607476635514,0.5714285714285714,1.0,1.0
bm25,1,REC_115,0.07843137254901962,0.0,0.0,1.0
bm25,1,REC_116,0.22727272727272727,0.6666666666666666,1.0,1.0
bm25,1,REC_117,0.09756097560975609,0.5,1.0,0.0
bm25,1,REC_118,0.03921568627450981,0.0,0.0,0.0
bm25,1,REC_119,0.22580645161290325,0.7142857142857143,1.0,0.0
bm25,1,REC_120,0.12658227848101264,1.0,1.0,0.0
bm25,1,REC_121,0.07547169811320754,0.0,0.0,0.0
bm25,1,REC_122,0.0,0.5,1.0,
bm25,1,REC_123,0.0,0.0,1.0,
bm25,1,REC_124,0.0,0.0,1.0,
bm25,1,REC_125,0.0,0.0,0.0,0.0
bm25,1,REC_126,0.10344827586206895,0.8,1.0,1.0
bm25,1,REC_127,0.0,0.0,0.0,0.0
bm25,1,REC_128,0.0,0.0,1.0,
bm25,1,REC_129,0.0,0.0,1.0,
bm25,1,REC_130,0.0,0.0,1.0,
bm25,1,REC_131,0.0,0.0,1.0,
bm25,1,REC_132,0.10344827586206896,1.0,1.0,0.0
bm25,1,REC_133,0.08333333333333334,0.0,0.0,0.0
bm25,1,REC_134,0.05128205128205128,0.0,0.0,0.0
bm25,1,REC_135,0.06896551724137931,1.0,1.0,0.0
bm25,1,REC_136,0.05128205128205127,0.0,0.0,0.0
bm25,1,REC_137,0.0,0.0,1.0,
bm25,1,REC_138,0.047619047619047616,0.0,0.0,0.0
bm25,1,REC_139,0.0,1.0,1.0,
bm25,1,REC_140,0.0,0.0,1.0,
bm25,1,REC_141,0.16666666666666669,1.0,1.0,0.0
bm25,1,REC_142,0.0,0.75,0.0,
bm25,1,REC_143,0.0,0.0,1.0,
bm25,1,REC_144,0.0,0.5,1.0,1.0
bm25,1,REC_145,0.0,1.0,1.0,
bm25,1,REC_146,0.3076923076923077,1.0,1.0,0.0
bm25,1,REC_147,0.0,0.0,1.0,
bm25,1,REC_148,0.05405405405405406,0.0,0.0,0.0
bm25,1,REC_149,0.17283950617283952,1.0,1.0,0.0
bm25,1,REC_150,0.0,0.0,0.0,0.0
bm25,1,REC_151,0.0,1.0,1.0,
bm25,1,REC_152,0.2727272727272727,1.0,1.0,1.0
bm25,1,REC_153,0.0,0.0,0.0,0.0
bm25,1,REC_154,0.0,0.0,1.0,
bm25,1,REC_155,0.0,0.0,0.0,
bm25,1,REC_156,0.2127659574468085,0.75,1.0,0.0
bm25,1,REC_157,0.0,0.0,0.0,0.0
bm25,1,REC_158,0.21212121212121213,0.8333333333333334,1.0,0.0
bm25,1,REC_159,0.2857142857142857,1.0,1.0,0.0
bm25,1,REC_160,0.2222222222222222,0.75,1.0,0.0
bm25,1,REC_161,0.0,0.0,1.0,
bm25,1,REC_162,0.04705882352941177,0.0,0.0,0.0
bm25,1,REC_163,0.0,1.0,1.0,
bm25,1,REC_164,0.0,0.0,0.0,0.0
bm25,1,REC_165,0.0,0.0,0.0,0.0
bm25,1,REC_166,0.06451612903225808,0.6666666666666666,1.0,0.0
bm25,1,REC_167,0.0,1.0,1.0,
bm25,1,REC_168,0.2222222222222222,0.0,0.0,0.0
bm25,1,REC_169,0.06451612903225806,0.0,0.0,0.0
bm25,1,REC_170,0.0,0.0,1.0,
bm25,1,REC_171,0.0,0.0,1.0,
bm25,1,REC_172,0.0,0.16666666666666666,0.0,
bm25,1,REC_173,0.33333333333333337,1.0,1.0,0.0
bm25,1,REC_174,0.08823529411764705,0.0,0.0,0.0
bm25,1,REC_175,0.19444444444444445,1.0,1.0,0.0
bm25,1,REC_176,0.0,0.0,0.0,
bm25,1,REC_177,0.26470588235294124,1.0,1.0,0.0
bm25,1,REC_178,0.13114754098360654,0.0,0.0,1.0
bm25,1,REC_179,0.4,1.0,1.0,0.0
bm25,1,REC_180,0.3571428571428571,0.6666666666666666,1.0,0.0
bm25,1,REC_181,0.1,0.3333333333333333,1.0,1.0
bm25,1,REC_182,0.0,1.0,0.0,
bm25,1,REC_183,0.05,0.0,0.0,0.0
bm25,1,REC_184,0.0,0.0,1.0,
bm25,1,REC_185,0.06666666666666667,0.0,0.0,0.0
bm25,1,REC_186,0.03703703703703704,0.0,0.0,0.0
bm25,1,REC_187,0.09411764705882353,1.0,0.0,0.0
bm25,1,REC_188,0.1818181818181818,0.6666666666666666,1.0,0.0
bm25,1,REC_189,0.0,0.0,1.0,
bm25,1,REC_190,0.08163265306122448,1.0,1.0,1.0
bm25,1,REC_191,0.0,0.0,0.0,0.0
bm25,1,REC_192,0.0,1.0,1.0,
bm25,1,REC_193,0.11538461538461536,0.0,0.0,0.0
bm25,1,REC_194,0.23076923076923075,0.5,1.0,0.0
bm25,1,REC_195,0.1791044776119403,0.4,1.0,0.0
bm25,1,REC_196,0.0,0.0,1.0,
bm25,1,REC_197,0.13333333333333333,1.0,1.0,0.0
bm25,1,REC_198,0.09523809523809525,0.5,1.0,0.0
bm25,1,REC_199,0.26966292134831465,0.6666666666666666,1.0,0.0
bm25,1,REC_200,0.0425531914893617,0.0,0.0,0.0
bm25,3,REC_001,0.0,1.0,1.0,
bm25,3,REC_002,0.0,0.0,1.0,
bm25,3,REC_003,0.0,0.0,0.0,0.0
bm25,3,REC_004,0.0,1.0,1.0,1.0
bm25,3,REC_005,0.0,1.0,1.0,
bm25,3,REC_006,0.14084507042253522,0.8571428571428571,1.0,0.0
bm25,3,REC_007,0.0625,1.0,1.0,1.0
bm25,3,REC_008,0.13043478260869568,1.0,1.0,1.0
bm25,3,REC_009,0.0,0.0,1.0,
bm25,3,REC_010,0.0,0.0,1.0,
bm25,3,REC_011,0.18604651162790697,1.0,1.0,1.0
bm25,3,REC_012,0.125,0.0,0.0,1.0
bm25,3,REC_013,0.0,1.0,1.0,
bm25,3,REC_014,0.0,1.0,1.0,
bm25,3,REC_015,0.0,1.0,1.0,
bm25,3,REC_016,0.0,1.0,1.0,
bm25,3,REC_017,0.0,1.0,1.0,
bm25,3,REC_018,0.0,0.0,1.0,
bm25,3,REC_019,0.0,0.0,0.0,1.0
bm25,3,REC_020,0.0,0.0,1.0,
bm25,3,REC_021,0.0,1.0,1.0,
bm25,3,REC_022,0.0,1.0,1.0,
bm25,3,REC_023,0.0,0.0,0.0,1.0
bm25,3,REC_024,0.0,0.0,1.0,
bm25,3,REC_025,0.0,0.0,0.0,1.0
bm25,3,REC_026,0.3218390804597701,0.6666666666666666,1.0,1.0
bm25,3,REC_027,0.0,0.0,1.0,
bm25,3,REC_028,0.0,1.0,1.0,
bm25,3,REC_029,0.0,0.5,1.0,1.0
bm25,3,REC_030,0.0,0.0,0.0,0.0
bm25,3,REC_031,0.0,1.0,1.0,
bm25,3,REC_032,0.2150537634408602,0.7142857142857143,1.0,1.0
bm25,3,REC_033,0.0,1.0,1.0,
bm25,3,REC_034,0.0,1.0,1.0,
bm25,3,REC_035,0.0,1.0,0.0,
bm25,3,REC_036,0.23999999999999996,0.75,1.0,1.0
bm25,3,REC_037,0.0,1.0,1.0,
bm25,3,REC_038,0.12765957446808512,1.0,1.0,1.0
bm25,3,REC_039,0.2058823529411765,1.0,1.0,0.0
bm25,3,REC_040,0.0,0.0,0.0,0.0
bm25,3,REC_041,0.0784313725490196,0.6666666666666666,1.0,0.0
bm25,3,REC_042,0.031746031746031744,1.0,1.0,1.0
bm25,3,REC_043,0.2608695652173913,0.8333333333333334,1.0,1.0
bm25,3,REC_044,0.12371134020618557,1.0,1.0,0.0
bm25,3,REC_045,0.0,0.0,1.0,
bm25,3,REC_046,0.3053435114503817,0.7142857142857143,1.0,0.0
bm25,3,REC_047,0.3174603174603175,1.0,1.0,0.0
bm25,3,REC_048,0.2608695652173913,0.8333333333333334,1.0,1.0
bm25,3,REC_049,0.02777777777777778,0.0,0.0,1.0
bm25,3,REC_050,0.21428571428571427,1.0,1.0,0.0
bm25,3,REC_051,0.36666666666666664,1.0,1.0,1.0
bm25,3,REC_052,0.0,0.8333333333333334,0.0,
bm25,3,REC_053,0.0,1.0,1.0,1.0
bm25,3,REC_054,0.07547169811320754,0.0,0.0,1.0
bm25,3,REC_055,0.198019801980198,0.5,1.0,1.0
bm25,3,REC_056,0.0,0.0,1.0,
bm25,3,REC_057,0.0,0.0,0.0,0.0
bm25,3,REC_058,0.18181818181818185,0.8,1.0,1.0
bm25,3,REC_059,0.03773584905660377,1.0,1.0,0.0
bm25,3,REC_060,0.11363636363636365,1.0,1.0,0.0
bm25,3,REC_061,0.0,1.0,0.0,1.0
bm25,3,REC_062,0.2162162162162162,1.0,1.0,0.0
bm25,3,REC_063,0.2298850574712644,0.7142857142857143,1.0,0.0
bm25,3,REC_064,0.0,0.0,1.0,
bm25,3,REC_065,0.30952380952380953,0.6,1.0,1.0
bm25,3,REC_066,0.13793103448275862,0.0,0.0,0.0
bm25,3,REC_067,0.0,0.5,0.0,
bm25,3,REC_068,0.10526315789473685,1.0,0.0,0.0
bm25,3,REC_069,0.0,0.0,1.0,
bm25,3,REC_070,0.0923076923076923,1.0,0.0,1.0
bm25,3,REC_071,0.039735099337748346,0.0,0.0,1.0
bm25,3,REC_072,0.0,0.0,0.0,0.0
bm25,3,REC_073,0.17073170731707316,1.0,0.0,0.0
bm25,3,REC_074,0.21176470588235294,1.0,1.0,1.0
bm25,3,REC_075,0.22580645161290322,0.8333333333333334,1.0,0.0
bm25,3,REC_076,0.0,1.0,1.0,
bm25,3,REC_077,0.15873015873015875,0.75,1.0,1.0
bm25,3,REC_078,0.0,0.0,1.0,
bm25,3,REC_079,0.0,1.0,1.0,
bm25,3,REC_080,0.0,1.0,1.0,
bm25,3,REC_081,0.0,0.8571428571428571,0.0,
bm25,3,REC_082,0.0,0.0,1.0,
bm25,3,REC_083,0.06666666666666667,0.0,0.0,1.0
bm25,3,REC_084,0.33333333333333337,0.5,1.0,1.0
bm25,3,REC_085,0.1826923076923077,0.8,1.0,1.0
bm25,3,REC_086,0.09523809523809523,1.0,0.0,0.0
