golden_id,record_id,asin,category,q_bucket,question_type,pipeline,k,question,gold_answer,evidence_doc_id,is_answerable,retrieved_doc_ids,retrieved_context,retrieval_ms
G_012,REC_012,B000ST0184,Toys_and_Games,medium,descriptive,sentwin,3,how can I make it wireless for my win 8.1 PC?,"Interesting question. I don't think there is a direct or easy way to do this. The tankstick is basically a big keyboard. Each button/joystick direction is a keyboard button. Knowing this, it would require some type of modification to convert it to a wireless keyboard. It sounds like a project worth attempting. Sorry, I probably didn't help at all.",KB_00102,1,"[""KB_00103"", ""KB_00106"", ""KB_00108""]","[""My only knock on it was that it wasn't calibrated perfectly. The IT guys told me how to do it (which was actually fun knowing how it works, and DOESN'T VOID THE WARRANTY!) and now it works like a breeze."", ""I tried to use this on my PC and had a hard time calibrating it. I thought is was the size of a keyboard but this thing is pretty big and heavy."", ""I see articles that Microsoft didn't license them to make Xbox 360 devices, so I wonder if an Xbox 360 adapter ever existed or ever will.Their web site is confusing. None of the links for Mac MAME games lead me to a MAME application that would install and work, so I think they should update their web site for Mac users with regards to MAME.They fail to mention that you NEED a PC2 Keyboard in order to program the keys.""]",29.27629199984949
G_013,REC_013,B0013ODWSO,Sports_and_Outdoors,long,descriptive,sentwin,3,Does the white scooter have the same specs as the micro black one?,[UNANSWERABLE],,0,"[""KB_00113"", ""KB_00112"", ""KB_00117""]","[""I loved this scooter my husband got one and I got one for my selfIs perfect  I recommended to buy one"", ""A very good push scooter.I began with an entry level of the brand Micro. I wanted to know my boundaries.And now, with this high end model, I can tell my dream becomes reality."", ""It has a very sporty look. Kinda big and heavier than other scooters to deal with, but it looks so nice!""]",23.95487499597948
G_014,REC_014,B005F79BYE,Home_and_Kitchen,long,descriptive,sentwin,3,Does this offer the option of shelving instead of hanging clothes inside the doors?,[UNANSWERABLE],,0,"[""KB_00129"", ""KB_00130"", ""KB_00125""]","[""I received an Armoire Wardrobe Storage Cabinet from Target Decor and More.I was very disappointed when removing the unassembled pieces from the boxing to find severa of the edges damaged on the cabinet. Made of partical board and damages very easily."", ""I bought this for my son , his apt. has no closet in the bedroom and this armoire fit perfect in his room all his stuff fit perfect and it is the same color wood as his bedroom set , I definetly recommend this armoire to anyone"", ""This one was a third the price, easier to assemble and looks and feels solid and of good quality. Worth the price and i wish I had bought two of these instead of the other one.This is the other wardrobe.http://www.amazon.com/gp/product/B00HT26CW2/ref=oh_details_o06_s00_i00?ie=UTF8&psc;=1""]",22.7484579954762
G_015,REC_015,B00ATDT83I,Cell_Phones_and_Accessories,long,descriptive,sentwin,3,Hello. I'd like to know if this cell phone works properly in Venezuela for DIGITEL.,[UNANSWERABLE],,0,"[""KB_00139"", ""KB_00132"", ""KB_00134""]","[""excelente! funciona bien, llego en muy buen estado y el telefono cumple con las expectativas asi que lo recomiendo sigan asi!! !"", ""excellent choise in this cell phone and great colour too. i recomend it."", ""I was able to use this with Wal-Mart's StraightTalk service, which was my reason for buying it. Phone has more features than I need, and works great.""]",25.505666999379173
G_016,REC_016,B00394NT20,Health_and_Personal_Care,short,descriptive,sentwin,3,Is there a warranty?,[UNANSWERABLE],,0,"[""KB_00145"", ""KB_00146"", ""KB_00145""]","[""You cannot get it back in the box for a return. If it works for you great but regard this as a gamble for your money."", ""What a wonderful idea. Does the person who invented it use it also? It helps me after I shower so I can sit and dry off."", ""If it works for you great but regard this as a gamble for your money. If it breaks - tough luck.""]",9.640208998462185
G_017,REC_017,B0056FL4FY,Beauty,long,descriptive,sentwin,3,"does not say if its an american or ueropean plug and ive ordered this before and got a ueropean plug, provide necessary info",[UNANSWERABLE],,0,"[""KB_00152"", ""KB_00160"", ""KB_00158""]","[""I ordered this for a present for my little sister who just started doing her own nails. When she got it in the mail she immediately opened it to find that it had the wrong type of prongs for American electrical outlets! We think it might be French?"", ""Plug needs to be longer. And it should be chargeable."", ""It broke as soon as I plugged it in ! didn't even use it yet  the power cord  ...plug fell apart .""]",35.72679200442508
G_018,REC_018,B00154MGXY,Home_and_Kitchen,long,descriptive,sentwin,3,Is this item 35.43 inches at the very top or the body of the unit?,[UNANSWERABLE],,0,"[""KB_00162"", ""KB_00163"", ""KB_00165""]","[""My wife ordered it, It was about two inches to big at the top, becuase of the molding,So it didn't work for what we needed."", ""Hi, I purchased this item primarily for storage and the size of the unit. It arrived at my house in two days after I ordered it and it was very easy to put together."", ""It was also much more inexpensive than purchasing a previously assembled unit of this size, and then paying for delivery (I don't have a truck and you would need one to deliver a cabinet this large). The only thing that kept me from giving it 5 stars is the fact that the center divider and top shelf is necessary to hold the unit together.""]",29.28125000471482
G_019,REC_019,B000LQ5XW8,Musical_Instruments,long,descriptive,sentwin,3,"What does ""INTO 1 x 4 OHMS OR 2 x 8 OHMS"" mean?",On a 4 OHM output amp. You use one 4 Ohm speaker or two 8 OHM speakers. Example: One 8 OHM speaker + One 8 OHM speaker = 4 OHMs.,KB_00174,1,"[""KB_00174"", ""KB_00175"", ""KB_00177""]","[""Having previously used a behringer BX3000T head with the bugera 410 cab,for 3 years... which was a beast of a setup in itself, I bought the BX4500H head wanting to be able to bi amp 2 bugera 410 cabs,Which are 4 ohms each and cant be powered by one head. The resulting stack of raw bass power is something to behold."", "")3 speaker outputs on 1/4'' jack and professional speaker connectors (compatible with Neutrik Speakon connectors)Active, temperature-controlled cooling system for ultimate protectionHigh-quality components and exceptionally rugged construction ensure long lifeI've had this amp for about 4 months and have played several gigs of different sizes and this amp has proven itself. Other musicians check it out and at least one I know of has bought this amp to replace a more popular brand."", ""The Shape sounds good on about 5.I skip the bright and deep, they add more noise than good tone.Set the gain on 6 for my Fender Jazz with S1 button. The guitars tone controls seem more versatile than with my old amp.I set output on 2 for practice with lots of punch.""]",11.410707993491087
G_020,REC_020,B00C9KUVWQ,Electronics,long,descriptive,sentwin,3,"Hi, I need an extra one for a different room. The picture looks like the one I need, however it only shows the cable to the computer. Does it come with the other cable that goes to the power plug in? Also, what does the info on the back of the adapter say as far as model and or power numbers-is it 19V 3.42A/50-60Hz 2.0A? Thank you.",[UNANSWERABLE],,0,"[""KB_00181"", ""KB_00183"", ""KB_00184""]","[""It does what it says and works for the Q550. Matches the original equipment Power Adapter. Not much else to say."", ""I've been through two power adapters for my Asus N61JQ notebook (thanks to one very enthusiastic puppy), and I had to do a bit of searching to find this one. Asus has apparently discontinued the original adapters in favor of this slim design - which is nicely compact and lightweight."", ""This product was shipped quickly and was just what I needed after accidentally squishing my original ASUS adapter in a recliner.""]",35.69562499615131
G_021,REC_021,B00E7O357A,Electronics,long,descriptive,sentwin,3,"hi, i have a skoda fabia II and i need to know if this radio is compatible with the sensor parking from factory",[UNANSWERABLE],,0,"[""KB_00191"", ""KB_00191"", ""KB_00193""]","[""I saw a lot questions asked, so I think there are many around there who are interested in this stuff like me. So I prompt to write this less-than-half-hour use review after I got it last night, hopefully it'll help you make your wiser decision.I have a 2011 GTI MK6, my head unit comes with satellite radio, but not gps. It has in-car bluetooth system and steer wheel buttons."", ""So I prompt to write this less-than-half-hour use review after I got it last night, hopefully it'll help you make your wiser decision.I have a 2011 GTI MK6, my head unit comes with satellite radio, but not gps. It has in-car bluetooth system and steer wheel buttons."", ""Unit fit great, rear camera attached works great, blue tooth works great (this is why I bought it- to stream audio). plugs fit perfect like OEM.Only bad comment is Blue tooth phone- person on the other line has trouble hearing me.""]",28.024332998029422
G_022,REC_022,B0002D4QBE,Health_and_Personal_Care,short,descriptive,sentwin,3,what are the dimensions?,[UNANSWERABLE],,0,"[""KB_00197"", ""KB_00205"", ""KB_00201""]","[""very sturdy and just right size to fit in small shower stall. i'm pleased with this product."", ""comment------------i liked it.every thing perfect.as i thought.size ,weight and quality.reached in time.packing was perfect andcomfortable to sit.faruqi"", ""the legs did not fit together i had to send it back sorry i was refunded  soemthing was wrong with the grooves and they would not fit together""]",24.01625000493368
G_023,REC_023,B0056XU5XS,Health_and_Personal_Care,long,descriptive,sentwin,3,Why don't any of the photos show the nutritional label so that you can read this important information?,"ITa pretty simple. 3000mg l-leucine, 2000mg l-valine, 1000mg l-isoleucine, the 3 bcaa's. Serving size is 8",KB_00209,1,"[""KB_00213"", ""KB_00213"", ""KB_00208""]","[""Don't be fooled by price per serving. Look at the bcaa grams per serving. I compared every single capsule version of bcaa on amazon and this works out to the best deal."", ""You can buy the powder versions for a cheaper price per serving but for capsules, this is the best deal compared to all other bcaa's capsules on Amazon. Don't be fooled by price per serving. Look at the bcaa grams per serving."", ""great brand. I've need this supplement bad with my intermittent fasting routine. Take it pre workout""]",30.770957993809134
G_024,REC_024,B005MQRAXM,Baby,long,descriptive,sentwin,3,"how is the seat fabric?  we have a britax, and my son sweats so much when in it.",[UNANSWERABLE],,0,"[""KB_00217"", ""KB_00216""]","[""Not sure if ti works to ward off unsafe angry driver's, but I atleast feel like I am making an effort to keep my Lo safe. They sticker is also cute!"", ""This knob works perfectly as it is intended. It is a good replacement part and has held up very well""]",10.778916999697685
G_025,REC_025,B007W69P7E,Automotive,long,descriptive,sentwin,3,"It sounds like this will fit a 2013 4Runner, but does it void the warranty?  It shouldn't, as it's a Toyota part.  Also what is the HP increase?",Your warranty will be fine. Helps breath a bit better. Will add some motor noise as well. I saw maybe a mile increase at most.,KB_00218,1,"[""KB_00219"", ""KB_00218"", ""KB_00220""]","[""This is a great looking piece, but the instructions are less than sensible and give sometimes no indication of what to do with wires and clamps. These could have been written a lot better, as the last line reads &#34; If engine light remains on, go to your Toyota dealer for service!&#34;  Not cool  :-("", ""Excellent product! It must be trd Toyota racing development, i hope to buy another truco for buy another trd intanke"", ""Performance is good. Sound is good, doesn't make much noise until higher RPMs. The only reason I am not giving 5 stars is because the screw holes for where to attach the MAF sensor did not line up.""]",32.686292004655115
G_026,REC_026,B005G59WP8,Musical_Instruments,long,descriptive,sentwin,3,Is the brain capable of reproducing different stick velocities (Dynamics) or is the same volume produced no matter how hard you hit pads?,it's pretty close to a reptilian brain that is inexpensive. The volume is pretty much the same no matter how hard you hit it. If you're looking for that kind of dynamic velocity you really need a more expensive kit or at least replace the brain with a better one.,KB_00224,1,"[""KB_00221"", ""KB_00222"", ""KB_00225""]","[""The kick pedal and pad are all-in-one, which is very convenient. All of the pads are very responsive so you do not have to hit them very hard. My wife says she cannot hear the pads when I play with headphones.Sounds &#8211; The &#8220;acoustic kit&#8221; sounds fine through my Altec Lansing computer speakers and subwoofer when playing solo or jamming with band at low volumes."", ""The pads are all velocity sensitive and have some good bounce. I was very surprised at how quiet it is."", ""Very strong and steady in my opinion. The pads are nice and can take a beating, I'vegot two kids to help me test that out. It looks great and the sounds are not to shabby.""]",10.885540999879595
G_027,REC_027,B0043D68YW,Health_and_Personal_Care,medium,descriptive,sentwin,3,Do they have Aloe Vera on them?,[UNANSWERABLE],,0,"[""KB_00237"", ""KB_00238"", ""KB_00234""]","[""Wet Ones.. are great to have in the car glove compartment, carry in my purse, keep at the kitchen table. I also recently gave a box as a fun little travel gift to my neighbor who was going on a road trip."", ""The packaging makes it possible to take as many or as few as we need for our trips! We use them when we fly, visit family or even go out to eat!"", ""love these individual antibiotic wipes. great for travel.""]",34.87666699948022
G_028,REC_028,B004VTGD9I,Patio_Lawn_and_Garden,long,descriptive,sentwin,3,"What is the height of the basket? (Yes, I see the dimensions in the description, but it may not be accurate). Thanks,",[UNANSWERABLE],,0,"[""KB_00240"", ""KB_00241"", ""KB_00240""]","[""Our last basket was busted and broken. We couldn't find a local shop with our size basket. I was thrilled to find it at Amazon."", ""This skimmer basket is very sturdy and seems to be built to last. It was a great deal for the price."", ""Our last basket was busted and broken. We couldn't find a local shop with our size basket.""]",28.855042000941467
G_029,REC_029,B0084LO7C4,Toys_and_Games,long,descriptive,sentwin,3,I want to know if the eyes are stiched or buttons.  Buttons would not be safe for a newborn or baby under 3,buttons,KB_00242,1,"[""KB_00242"", ""KB_00245"", ""KB_00244""]","[""This is a large Raggedy Ann doll I am using in my babys room as decor. With glass button eyes is will not be a good play doll until she is 3+ years old."", ""The doll is as described, and if it was for maybe someone a bit older it would've been better. But as it is, my 4-year old niece was frightened by the stitching around the eyes (lashes and such). She refuses to play with it."", ""This doll was purchased to be used in a class project to show how the Annabelle doll looked like and is now housed under lock and key. I am sure this would make an ideal gift as well.""]",11.140750000777189
G_030,REC_030,B00ISJO0BA,Electronics,medium,descriptive,sentwin,3,Is it possible to apply WMN450M to UN55H7150?,Yes,KB_00257,1,"[""KB_00257"", ""KB_00257"", ""KB_00253""]","[""What drew my attention to this wall mount was that it was very small and sleek and did not take up too much space on the wall when mounted. The kit contains many parts and components that makes it compatible with a wide range of tv models and sizes. The instructions are rather complex, there are many manuals and pamphlets in the kit, but with patience you can figure out exactly what components you need to work with your model of tv."", ""The kit contains many parts and components that makes it compatible with a wide range of tv models and sizes. The instructions are rather complex, there are many manuals and pamphlets in the kit, but with patience you can figure out exactly what components you need to work with your model of tv."", ""She eventually admitted that she didn't know much about mounting kits and didn't usually provide support for them. I was surprised and informed her that I would like to speak with someone who knows something about mounting kits, since it's a Samsung product after all.""]",37.04308300075354
G_031,REC_031,B0015H7924,Electronics,medium,descriptive,sentwin,3,if they fit my toyota 4 runner 2006,[UNANSWERABLE],,0,"[""KB_00268"", ""KB_00267"", ""KB_00266""]","[""Absolutely amazing!! They fit directly into my original headrest settings. I did have a little issue finding someone who knew how to instal them to my OEM DVD player."", ""The posts are minimally adjustable and so won't fit many cars. Attempting to adjust them caused a post to break due to cheap construction."", ""Installed these in my Tacoma yesterday and it was fairly simple. Even though the rods do not fit snuggly in the seat's headrest holes (makes them very loose) they still work.""]",11.594292001973372
G_032,REC_032,B00GTAJB78,Beauty,long,descriptive,sentwin,3,"Why is this so thin? Like other brands I have used, products with hyaluranic acid and vit E should be a little viscous.","I find this product quite good. It's not viscous but has some oil base that allows you to use just 6 drops for you whole face. I put a small amount of the drops on my cheek bones, forehead & chin. Gently rub it in & then apply my moisturizer. My skin looks great!",KB_00276,1,"[""KB_00276"", ""KB_00277"", ""KB_00280""]","[""It is thin, thinner than any serum I've used in the past, but maybe that's why it actually absorbs into the skin so quickly. I do have a few drops here and there spill between my fingers when I put this into my hand, but that's a small price to pay for something that feels good and does something positive for the skin."", ""And my skin was dry and flakey! I needed an oil with vitamin C and hyaluronic acid and I found it at amazon.com. I."", ""In fact people were stating how great it works and how color didn't matter. I was surprised considering the company itself states their serum is clear ( as it should be.)""]",11.135792003187817
G_033,REC_033,B0011FY9AU,Health_and_Personal_Care,long,descriptive,sentwin,3,Inositol makes this unusable by many people -- inositol causes cramps and stomach bloating. Why is it in the product?,[UNANSWERABLE],,0,"[""KB_00282"", ""KB_00283"", ""KB_00289""]","[""I have been taking this product successfully for over a year; HOWEVER, the last shipment causes me almost instantaneous severe heartburn and an over-inflated feeling accompanied by burping and belching. The label on the jar is different and is not like the label on the jar above."", ""Prior to puchasing this product, I read the reviews of others. Some said it caused stomach problems. I discounted this assertion, and decided to try it for myself."", ""This is the only B-Complex I have tried that does not upset my stomach. I don't really notice any huge energy burst but I definitely think it gives me some extra energy throughout the day.""]",34.38937500322936
G_034,REC_034,B009WX60N2,Electronics,short,descriptive,sentwin,3,where is the scan button,[UNANSWERABLE],,0,"[""KB_00299"", ""KB_00294"", ""KB_00293""]","[""Also as you scan you do not have to keep the mouse in the same position (in other words you can turn the mouse as you scan so you can pretty much scan in any direction and do not have to worry about keeping the mouse so straight). It is not a replacement for a flat bed scanner, but will scan in a larger area then most standard flat bed scanners."", ""It takes a bit of experimenting to get a usable scan. After using a cordless mouse the wire is somewhat cumbersome."", ""It did not work at all. I even had tech support put it in and it would not scan..No good product""]",12.336250001681037
G_035,REC_035,B007XVYSZW,Toys_and_Games,medium,descriptive,sentwin,3,what is size of this toy?,[UNANSWERABLE],,0,"[""KB_00302"", ""KB_00301"", ""KB_00306""]","[""This toy looks cool and is pretty std size, not too small as I thought from pictures. My son's favourite things in the world are cars and dinos..like most other boys..."", ""I gave this as a Christmas gift for my two and a half year old grandson. It is the perfect size for a toddler to play with. He enjoyed the dinosaur growls and racing car noises."", ""Great toy for my 2 year old nephew.""]",29.910707999079023
G_036,REC_036,B000FZP2XA,Toys_and_Games,long,descriptive,sentwin,3,I see that this comes with furniture but does it come with any dolls?,"No, it does not..... Sold separately",KB_00312,1,"[""KB_00312"", ""KB_00316"", ""KB_00312""]","[""The dolls, or lack thereof; I had assumed it would come with at least a few dolls but they need to be purchased separately. The furniture is ok but is incomplete."", ""I love how the house comes with different pieces of furniture although I wish it also included the doll family and perhaps some small accessories (like food for the kitchen or common house supplies). I ended up buying the family, the nursery/baby set, and the toy set to add some other pieces to the house."", ""It doesn't seem like an issue until your six year old gets upset because her dolls are hungry and need a place to eat. At this price I would have expected a complete furniture set and dolls.""]",27.926874994591344
G_037,REC_037,B005MZ4A7C,Beauty,medium,descriptive,sentwin,3,"When it's time to remove makeup & sealant, what do you use?",[UNANSWERABLE],,0,"[""KB_00328"", ""KB_00324"", ""KB_00327""]","[""This stuff is good for sealing your makeup. But don't buy it expecting it to stop makeup from smudging on your closthes."", ""I like to do a lot of elaborate makeup, even in my day-to-day, but I usually don't have time or space to carry the makeup around with me to do touch ups. Even with the aid of setting powder and primer, my makeup usually ends up coming off after several hours.I originally bought Ben Nye's Final Seal to use for my Hallowe'en makeup this year, but I've been using it on some of my other looks before then to get used to the product."", ""Perfect! It kept all of my stage makeup on and no amount of rubbing took off the makeup before it was time to wash off!""]",17.91304100333946
G_038,REC_038,B000FED594,Health_and_Personal_Care,medium,descriptive,sentwin,3,are they 100% cotton?? or is there some polyester??,"As others have stated, there is a cotton quilted side that is absorbant and the other side (pink) is waterproof. I've washed them a lot as I use them as potty pads for my dog and they hold up well in the washer and dryer. I just love the fact they're saving me money each time I use them.",KB_00335,1,"[""KB_00338"", ""KB_00335"", ""KB_00337""]","[""It has yet to be soiled so I cannot be sure. It feels like a cotton-type of material. The bottom material does feel like it would keep any stains away from the surface you are trying to protect."", ""Sofnit 300 under pads are made with great quality cotton,  they are commonly used in hospitals due tho their quality and durability. I purchased them for my relative, the cotton it is not irritant to the delicate skin and it is very resistant."", ""The white cotton part is fairly thin, in comparison to &#34;hospital grade&#34; underpads. I also found the pads dimensions of 24&#34; to be too narrow for someone who tosses and turns while (s)he sleeps, as it bunches up easily.""]",15.123583005333785
G_039,REC_039,B0027IVMWI,Toys_and_Games,long,descriptive,sentwin,3,What is the general age group this is for? I have a 6 year old nephew. thanks.,I think six is a great age for this toy. It's not full size so older kids would be disappointed. The flags are small but the goal is a decent size.,KB_00343,1,"[""KB_00342"", ""KB_00344"", ""KB_00343""]","[""I bought this for my 6 year old great grandson's birthday. He has really been into sports, specially football, since he was about 3 years old."", ""for a 7.6 year old, big boy like my grandson. It may do well with a younger child or one who doesn't toss the football over the house!"", ""We bought this set for our 6-year-old for Christmas. He loves it!""]",15.175583001109771
G_040,REC_040,B004MDM6LC,Health_and_Personal_Care,medium,descriptive,sentwin,3,i want to know a size of the bags,They are standard size grocery bags,KB_00351,1,"[""KB_00354"", ""KB_00360"", ""KB_00358""]","[""I was very glad that I found these but was very disappointed with how thin the bags are. I need the bags to be a little thicker and  larger."", ""They are also pretty sturdy/thick enough, not thin. They were an overall good bargain at the time I bought them and are good quality bags."", ""Sorry I bought these nowThey stopped giving plastic bags hereI use them as trash bag linersThese are thin and flimsy.. Tears easilyThumbs downOnly good thing was cheap price and free shipping""]",11.078291994635947
G_041,REC_041,B005I5DJU0,Electronics,medium,descriptive,sentwin,3,What are the brackets made of?,Basically a hard plastic which is very fragile!,KB_00366,1,"[""KB_00363"", ""KB_00366"", ""KB_00362""]","[""It is made of plastic and the hinge adjustment is pretty flimsy. Video is pretty shaky unless you have a perfectly smooth tripod."", ""I bought this product hopping to use it in conjunction with my Ipad. The Ipad stand is made of cheap plastic that I broke the same day I received it . I did not bother calling the manufacturer back to receive a replacement part."", ""I wanted to like this product, but the brackets to hold the iPad in place get in the way and it's not sturdy enough. It shakes very easily.""]",9.165374998701736
G_042,REC_042,B00DUVTPH0,Home_and_Kitchen,medium,descriptive,sentwin,3,is the pump metal or plastic?,"Plastic. The spout occasionally pops off. I've never had one do that before, however, I use mine for hand soap rather than lotion. I don't believe I would buy another one like it. Hope that helps you.",KB_00371,1,"[""KB_00371"", ""KB_00371"", ""KB_00371""]","[""The first, which is identical to this but ceramic and metal, came as advertised. This pump is advertised a metal, but the only metal part is the pump spring. Everything else is commodity grade plastic."", ""This pump is advertised a metal, but the only metal part is the pump spring. Everything else is commodity grade plastic. It probably cost less than $1 to import from overseas.They should either ship a real metal container or drop the price to $2.99where it belongs for this item.Shame on InterDesign for their mis-leading advertising!"", ""I purchased two of the same style pumps from InterDesign. The first, which is identical to this but ceramic and metal, came as advertised.""]",10.71991699427599
