golden_id,record_id,asin,category,q_bucket,question_type,pipeline,k,question,gold_answer,evidence_doc_id,is_answerable,retrieved_doc_ids,retrieved_context,retrieval_ms
G_019,REC_019,B000LQ5XW8,Musical_Instruments,long,descriptive,pc,3,"What does ""INTO 1 x 4 OHMS OR 2 x 8 OHMS"" mean?",On a 4 OHM output amp. You use one 4 Ohm speaker or two 8 OHM speakers. Example: One 8 OHM speaker + One 8 OHM speaker = 4 OHMs.,KB_00174,1,"[""KB_00175"", ""KB_00174"", ""KB_00176""]","["")3 speaker outputs on 1/4'' jack and professional speaker connectors (compatible with Neutrik Speakon connectors)Active, temperature-controlled cooling system for ultimate protectionHigh-quality components and exceptionally rugged construction ensure long lifeI've had this amp for about 4 months and have played several gigs of different sizes and this amp has proven itself. Other musicians check it out and at least one I know of has bought this amp to replace a more popular brand."", ""Having previously used a behringer BX3000T head with the bugera 410 cab,for 3 years... which was a beast of a setup in itself, I bought the BX4500H head wanting to be able to bi amp 2 bugera 410 cabs,Which are 4 ohms each and cant be powered by one head. The resulting stack of raw bass power is something to behold."", ""For the price u cant beat this thing. I have it plugged into a hartke 4x10 and it sounds incredible. I skeptically bought this. I filled out the warranty card and read every review i could find on the Internet. Ive had this amp for 2 years now. Carted it around from gig to gig and it still performs perfectly. The Shape knob allows u all kinds of options.""]",10.459917000844143
G_020,REC_020,B00C9KUVWQ,Electronics,long,descriptive,pc,3,"Hi, I need an extra one for a different room. The picture looks like the one I need, however it only shows the cable to the computer. Does it come with the other cable that goes to the power plug in? Also, what does the info on the back of the adapter say as far as model and or power numbers-is it 19V 3.42A/50-60Hz 2.0A? Thank you.",[UNANSWERABLE],,0,"[""KB_00183"", ""KB_00182"", ""KB_00184""]","[""I've been through two power adapters for my Asus N61JQ notebook (thanks to one very enthusiastic puppy), and I had to do a bit of searching to find this one. Asus has apparently discontinued the original adapters in favor of this slim design - which is nicely compact and lightweight. Check out the Asus website for a list of compatible notebooks."", ""I needed an extra charger for my laptop and this definitely did it. Like it a lot compared to other charger is that is compact and small. Comes with a velcro to tie of the chords so they don't get messy. Have one for my office and one for at home use."", ""This product was shipped quickly and was just what I needed after accidentally squishing my original ASUS adapter in a recliner.""]",30.273999989731237
G_021,REC_021,B00E7O357A,Electronics,long,descriptive,pc,3,"hi, i have a skoda fabia II and i need to know if this radio is compatible with the sensor parking from factory",[UNANSWERABLE],,0,"[""KB_00191"", ""KB_00186"", ""KB_00193""]","[""I saw a lot questions asked, so I think there are many around there who are interested in this stuff like me. So I prompt to write this less-than-half-hour use review after I got it last night, hopefully it'll help you make your wiser decision.I have a 2011 GTI MK6, my head unit comes with satellite radio, but not gps. It has in-car bluetooth system and steer wheel buttons."", ""Radio antenna is weak and constantly loose signal. And the worst thing I see is that you have to turn off the stereo manually when turning of the car, otherwise it would continue on and could drain your battery. I gave it 4 stars cause the price and multiple functions compared with the factory one. The customer service responded immediately to answer my questions. Didn't try to install other features beside the basic functions of the unit."", ""Unit fit great, rear camera attached works great, blue tooth works great (this is why I bought it- to stream audio). plugs fit perfect like OEM.Only bad comment is Blue tooth phone- person on the other line has trouble hearing me.""]",27.476207993458956
G_022,REC_022,B0002D4QBE,Health_and_Personal_Care,short,descriptive,pc,3,what are the dimensions?,[UNANSWERABLE],,0,"[""KB_00197"", ""KB_00205"", ""KB_00201""]","[""very sturdy and just right size to fit in small shower stall. i'm pleased with this product."", ""comment------------i liked it.every thing perfect.as i thought.size ,weight and quality.reached in time.packing was perfect andcomfortable to sit.faruqi"", ""the legs did not fit together i had to send it back sorry i was refunded  soemthing was wrong with the grooves and they would not fit together""]",31.35058299812954
G_023,REC_023,B0056XU5XS,Health_and_Personal_Care,long,descriptive,pc,3,Why don't any of the photos show the nutritional label so that you can read this important information?,"ITa pretty simple. 3000mg l-leucine, 2000mg l-valine, 1000mg l-isoleucine, the 3 bcaa's. Serving size is 8",KB_00209,1,"[""KB_00208"", ""KB_00213"", ""KB_00214""]","[""nice deal. great brand. I've need this supplement bad with my intermittent fasting routine. Take it pre workout"", ""You can buy the powder versions for a cheaper price per serving but for capsules, this is the best deal compared to all other bcaa's capsules on Amazon. Don't be fooled by price per serving. Look at the bcaa grams per serving. I compared every single capsule version of bcaa on amazon and this works out to the best deal."", ""Works for me with 1 serving. Will order again. I take it before,during and after my workout and again before bed 2 capsules at a time.""]",22.902791999513283
G_024,REC_024,B005MQRAXM,Baby,long,descriptive,pc,3,"how is the seat fabric?  we have a britax, and my son sweats so much when in it.",[UNANSWERABLE],,0,"[""KB_00217"", ""KB_00216""]","[""Not sure if ti works to ward off unsafe angry driver's, but I atleast feel like I am making an effort to keep my Lo safe. They sticker is also cute!"", ""This knob works perfectly as it is intended. It is a good replacement part and has held up very well""]",10.203875004663132
G_025,REC_025,B007W69P7E,Automotive,long,descriptive,pc,3,"It sounds like this will fit a 2013 4Runner, but does it void the warranty?  It shouldn't, as it's a Toyota part.  Also what is the HP increase?",Your warranty will be fine. Helps breath a bit better. Will add some motor noise as well. I saw maybe a mile increase at most.,KB_00218,1,"[""KB_00218"", ""KB_00219"", ""KB_00220""]","[""Excellent product! It must be trd Toyota racing development, i hope to buy another truco for buy another trd intanke"", ""This is a great looking piece, but the instructions are less than sensible and give sometimes no indication of what to do with wires and clamps. These could have been written a lot better, as the last line reads &#34; If engine light remains on, go to your Toyota dealer for service!&#34;  Not cool  :-("", ""Performance is good. Sound is good, doesn't make much noise until higher RPMs. The only reason I am not giving 5 stars is because the screw holes for where to attach the MAF sensor did not line up. For $400 on a CAI, they should line up. Install is not complicated.""]",29.129290996934287
G_026,REC_026,B005G59WP8,Musical_Instruments,long,descriptive,pc,3,Is the brain capable of reproducing different stick velocities (Dynamics) or is the same volume produced no matter how hard you hit pads?,it's pretty close to a reptilian brain that is inexpensive. The volume is pretty much the same no matter how hard you hit it. If you're looking for that kind of dynamic velocity you really need a more expensive kit or at least replace the brain with a better one.,KB_00224,1,"[""KB_00223"", ""KB_00224"", ""KB_00221""]","[""You can hit them as hard as you want without worrying about breaking anything. Bass drum pedal drum trigger is an excellent design, as well. This set seems to be everything I need once I get down to customizing the pad response and set configuration. Most, if not all, triggering and sound issues can be resolved by reading the manual and following the instructions. I see a lot of reviews here that probably should have been postponed until they worked through all the adjustment features."", ""The module does not lend to the sensitivity of the pads I constantly get a lot of misses. For better sounding drums you should connect it to some software like battery, however that still does not solve the brain issue. I am looking at a V-drum module. Very costly but might be worth it to improve this kit."", ""The kick pedal and pad are all-in-one, which is very convenient. All of the pads are very responsive so you do not have to hit them very hard. My wife says she cannot hear the pads when I play with headphones.Sounds &#8211; The &#8220;acoustic kit&#8221; sounds fine through my Altec Lansing computer speakers and subwoofer when playing solo or jamming with band at low volumes.""]",10.415958997327834
G_027,REC_027,B0043D68YW,Health_and_Personal_Care,medium,descriptive,pc,3,Do they have Aloe Vera on them?,[UNANSWERABLE],,0,"[""KB_00237"", ""KB_00239"", ""KB_00234""]","[""Wet Ones.. are great to have in the car glove compartment, carry in my purse, keep at the kitchen table. I also recently gave a box as a fun little travel gift to my neighbor who was going on a road trip. So handy to have around.. highly recommend."", ""We had these sent to Kauai, Hawaii because they are not available here in Canada. I'm very happy with them. Next year we're having some sent to Florida."", ""love these individual antibiotic wipes. great for travel. You get a lot of these for the money and I cannotFind them in any of my local stores. Have bought several of these.""]",28.03141699405387
G_028,REC_028,B004VTGD9I,Patio_Lawn_and_Garden,long,descriptive,pc,3,"What is the height of the basket? (Yes, I see the dimensions in the description, but it may not be accurate). Thanks,",[UNANSWERABLE],,0,"[""KB_00240"", ""KB_00241""]","[""Our last basket was busted and broken. We couldn't find a local shop with our size basket. I was thrilled to find it at Amazon. It fits perfectly and is doing a great job of skimming out the leaves that fall in the pool."", ""This skimmer basket is very sturdy and seems to be built to last. It was a great deal for the price.""]",25.014250000822358
G_029,REC_029,B0084LO7C4,Toys_and_Games,long,descriptive,pc,3,I want to know if the eyes are stiched or buttons.  Buttons would not be safe for a newborn or baby under 3,buttons,KB_00242,1,"[""KB_00242"", ""KB_00245"", ""KB_00247""]","[""Great doll with nice features. This is a large Raggedy Ann doll I am using in my babys room as decor. With glass button eyes is will not be a good play doll until she is 3+ years old."", ""The doll is as described, and if it was for maybe someone a bit older it would've been better. But as it is, my 4-year old niece was frightened by the stitching around the eyes (lashes and such). She refuses to play with it."", ""I bought this doll to replace the one my wife gave up as a child. She loved it and said it made her Christmas.""]",11.631249988568015
G_030,REC_030,B00ISJO0BA,Electronics,medium,descriptive,pc,3,Is it possible to apply WMN450M to UN55H7150?,Yes,KB_00257,1,"[""KB_00257"", ""KB_00256"", ""KB_00253""]","[""What drew my attention to this wall mount was that it was very small and sleek and did not take up too much space on the wall when mounted. The kit contains many parts and components that makes it compatible with a wide range of tv models and sizes. The instructions are rather complex, there are many manuals and pamphlets in the kit, but with patience you can figure out exactly what components you need to work with your model of tv."", ""Will you ever want to take the TV down: to paint; to move it to a different room; to replace in 5-10 years when is obsolete? Unless you are willing to cut the mount out of your wall you will not be able to do any of these things with this product."", ""She ended up transferring me to Advanced Support.The lady in Advanced Support was putting me on hold every few minutes to consult her manual, come back, and read answers from a FAQ that didn't even apply to this product. She eventually admitted that she didn't know much about mounting kits and didn't usually provide support for them. I was surprised and informed her that I would like to speak with someone who knows something about mounting kits, since it's a Samsung product after all.""]",25.783292003325187
G_031,REC_031,B0015H7924,Electronics,medium,descriptive,pc,3,if they fit my toyota 4 runner 2006,[UNANSWERABLE],,0,"[""KB_00266"", ""KB_00268"", ""KB_00267""]","[""Installed these in my Tacoma yesterday and it was fairly simple. Even though the rods do not fit snuggly in the seat's headrest holes (makes them very loose) they still work. You do have to be careful about the plug, because if you pull up the headrest too far, you can easily unplug them."", ""Absolutely amazing!! They fit directly into my original headrest settings. I did have a little issue finding someone who knew how to instal them to my OEM DVD player. But that is because my car (2004 Chrysler Pacifica) comes with a 6 Disk DVD player from the factory. No one at any of the audio shops around me knew how to hook it up."", ""The posts are minimally adjustable and so won't fit many cars. Attempting to adjust them caused a post to break due to cheap construction. Getting power requires wiring directly to your car's electrical system. The included wiring to do that is too short. Complete waste of money.""]",11.852334006107412
G_032,REC_032,B00GTAJB78,Beauty,long,descriptive,pc,3,"Why is this so thin? Like other brands I have used, products with hyaluranic acid and vit E should be a little viscous.","I find this product quite good. It's not viscous but has some oil base that allows you to use just 6 drops for you whole face. I put a small amount of the drops on my cheek bones, forehead & chin. Gently rub it in & then apply my moisturizer. My skin looks great!",KB_00276,1,"[""KB_00276"", ""KB_00277"", ""KB_00279""]","[""It is thin, thinner than any serum I've used in the past, but maybe that's why it actually absorbs into the skin so quickly. I do have a few drops here and there spill between my fingers when I put this into my hand, but that's a small price to pay for something that feels good and does something positive for the skin. My serum is a light yellow-cream color and it works great, so I wouldn't pay much attention to complaints about color."", ""After surgery I was confronted with more wrinkles than I thought I had! And my skin was dry and flakey! I needed an oil with vitamin C and hyaluronic acid and I found it at amazon.com. I. Did get rid of some wrinkles but best of all My dried skin eventually disappeared! And my skin is now very soft!"", ""I was recommended this type of product by a good friend. I have been using it for a week or so now and my skin feels nice and hydrated, vitamin C, B & E are essentials for nice skin.""]",11.915082999621518
G_033,REC_033,B0011FY9AU,Health_and_Personal_Care,long,descriptive,pc,3,Inositol makes this unusable by many people -- inositol causes cramps and stomach bloating. Why is it in the product?,[UNANSWERABLE],,0,"[""KB_00283"", ""KB_00286"", ""KB_00289""]","[""Prior to puchasing this product, I read the reviews of others. Some said it caused stomach problems. I discounted this assertion, and decided to try it for myself. Sure enough, after taking the product,I did suffer from stomach problems. I am not giving up on the product, but need to give it further tests."", ""My wife uses this daily and swears by it. Does not upset her stomach at. We recommend it to family and friends."", ""This is the only B-Complex I have tried that does not upset my stomach. I don't really notice any huge energy burst but I definitely think it gives me some extra energy throughout the day.""]",31.056166990310885
G_034,REC_034,B009WX60N2,Electronics,short,descriptive,pc,3,where is the scan button,[UNANSWERABLE],,0,"[""KB_00294"", ""KB_00298"", ""KB_00299""]","[""It takes a bit of experimenting to get a usable scan. After using a cordless mouse the wire is somewhat cumbersome."", ""I bought this for my husband, thought it was neat.It wasn't really- he said his hand can't scan it clearly. Too shaky. Maybe for a quick small scan it would be good. Dunno. I still thought it was a clever gift. Maybe I should take it from him and use it myself. Oh, I forgot. The cord is too short."", ""Also as you scan you do not have to keep the mouse in the same position (in other words you can turn the mouse as you scan so you can pretty much scan in any direction and do not have to worry about keeping the mouse so straight). It is not a replacement for a flat bed scanner, but will scan in a larger area then most standard flat bed scanners. Hope that helps someone make a decision.""]",11.248333001276478
G_035,REC_035,B007XVYSZW,Toys_and_Games,medium,descriptive,pc,3,what is size of this toy?,[UNANSWERABLE],,0,"[""KB_00302"", ""KB_00301"", ""KB_00306""]","[""This toy looks cool and is pretty std size, not too small as I thought from pictures. My son's favourite things in the world are cars and dinos..like most other boys... THis toy combines both of it... I recommend this to anyone age around 3-5. And price is pretty good too. I got it for about $15."", ""I gave this as a Christmas gift for my two and a half year old grandson. It is the perfect size for a toddler to play with. He enjoyed the dinosaur growls and racing car noises. The toy changes easily from car to dino. It is a very well made toy, seems durable."", ""Great toy for my 2 year old nephew.""]",28.29554199706763
