golden_id,record_id,asin,category,q_bucket,question_type,pipeline,k,question,gold_answer,evidence_doc_id,is_answerable,retrieved_doc_ids,retrieved_context,retrieval_ms,generated_answer,refused,generation_ms
G_011,REC_011,B00CVK49LI,Electronics,medium,descriptive,pc,3,How can I order this case in Italy? Help me please.,[UNANSWERABLE],,0,"[""KB_00101"", ""KB_00107"", ""KB_00102""]","[""Great product! The color and contrast of the case looks really nice and it fits on the laptop well. The case snaps onto the laptop sides, the bottom one seems to be more sturdier though. Would definitely buy another one if I ever needed it (or maybe a different color). Very happy with the product."", ""Fits my Dell Inspiron 15z Touch Ultrabook like a glove. Snapped right on and looks quite nice. It is see-through, but it looks kind of cool that way."", ""I give up the second cover that was supposed to fit y Dell. Both were junk and they both would Not stay on my laptop.""]",26.290209032595158,The available reviews do not provide enough information to answer this question.,True,404.9844170222059
G_012,REC_012,B0045ZZKOM,Electronics,medium,descriptive,pc,3,Will this work with a D3200??,[UNANSWERABLE],,0,"[""KB_00115"", ""KB_00111"", ""KB_00110""]","[""Makes my pictures looks great. I have D7000 and fits perfectly and plus the kits great... so you dont need to buy anything else cuz it's included. Easy to use too, i'm a newbie in this ... quite easy to figure it out, if not.. it's always google it to find the answer."", ""I ordered the flash kit for my Nikon D3100. I was tasked with taking pictures at my school's graduation ceremony and I felt that the built-in flash wouldn't be enough. The flashed work as advertized and the rechargeable batteries held up through the whole ceremony. Everyone was happy with the pictures and I am glad I bought the kit."", ""I am very satisfied with my Nikon Speedlight SB-700. I have not used all of the accessories yet, but those that I have used work just fine. I look forward to future use of these products.""]",27.370374999009073,The available reviews do not provide enough information to answer this question.,True,269.569999887608
G_013,REC_013,B007KMFXZ8,Electronics,medium,descriptive,pc,3,how to add a new genre,[UNANSWERABLE],,0,"[""KB_00122"", ""KB_00119"", ""KB_00121""]","[""No resume, which means if you stop in the middle of a recording and then go back to watch you have to find where you left off. Like taking a bookmark feature out of a book, ridiculous. But typically, new improved isn't always improved. And we lose the ability to rename a recording. That made no sense."", ""You can still personalize favorite channels and the interface for doing that is great since it is clear to see what the channel is that you are selecting. You have to set up favorite channels for each Joey though.Transferring content from an external hard drive was easy and as before, you can add an external hard drive for additional recording storage. There are some apps available (which run through your internet). We connected to the internet via WiFi using the provided antenna."", ""The guide data was instantly available in my guide. What would make a great box even better would be some minor tweaks I am sure that are software driven. Please allow more folders and sub folders. Add some of the more mainstream apps like Netflix, Amazon Prime and many of the other great apps found on a Roku box. Web surfing would be cool but might simply be a novelty, if you add the YouTube app and some others you would probably cover the bulk of what people are surfing.""]",27.966124936938286,The available reviews do not provide enough information to answer this question.,True,281.04045893996954
G_014,REC_014,B00009R95W,Electronics,long,descriptive,pc,3,Difference between Hoya 58CIR or Hoya HMC ? Trying to decide between the regular Hoya Circular Polaraizing Filter or the HMC. Does the more expensive HMC give that much better results to justify the price?,"Yes it does.  I would never consider using a non-multi-coated filter on a digital camera.  The reason is simple.  The sensor has a flat glass protecting it (called a low-pass filter - LPF).  Some light will bounce off the LPF and head out the lens.  Since lens elements are multi-coated and curved, very little light will reflect back to the sensor.  But since the front filter IS flat, you can get a lot of light bouncing back.  If you use a non-coated, or single-coated filter, you get a lot of light reflected back into the sensor.  This shows up as a loss of contrast (veiling flair) or as ghosts and hot spots.  Multi-coated filters are designed to reduce this effect, but cannot eliminate it.  This is a real problem when you shoot into a light source.When shooing into a light, ANY filter will degrade the image.  Multi-coated filters are much better, though.",KB_00132,0,"[""KB_00130"", ""KB_00129"", ""KB_00131""]","[""I have used both a cheap no-name circ-polarizer but it is was not even worth the shipping price. The threads on the knock off were rough and the adjustment ring difficult to turn. The Hoya is of a much higher quality. It adjusts with ease and threads onto your lens very smoothly. The filter is clean with zero imperfections. Highly recommended.The only improvement I would like to see is a mark on the adjustment filter for reference."", ""This is a very good circular polarizer it not the newest one that the Hoya NTX But it still very good for the price can not beat it."", ""Excellent circular polarizer filter by Hoya. I'm using this for anOlympus PEN E-P1 12.3 MP Micro Four Thirds Interchangeable Lens Digital Camera with 14-42mm f/3.5-5.6 Zuiko Digital Zoom Lens (Silver Body/Black Lens)camera. The filter does what it is supposed to, cut back reflections, improve tonality of blue-green and give an extra punch to outdoor photographs.""]",27.996416087262332,The available reviews do not provide enough information to answer this question.,True,258.81895795464516
G_015,REC_015,B008A4H67I,Electronics,long,descriptive,pc,3,"Is this compatible with the new dell inspiron 11 3000 series, the 2-in-1?",[UNANSWERABLE],,0,"[""KB_00136"", ""KB_00138"", ""KB_00134""]","[""This is sturdy, easy to use and a pretty color. You will need a tiny Philip's screwdriver to set your combination but after that it is really a good accessory to have if you use your laptop in public. No one wants to have to pack everything up and lose that prime spot in Starbuck's with the wide table and outlet just to go to the bathroom. It's a great deal."", ""My toddler loves my laptop. If I turn my head away for a second, he's already figured how to pop keys off. So in order to protect my computer, I ordered this security cable. (It's really very long, so I made sure to wrap it tight to keep my toddler safe, too. )I can easily lock my laptop to its desk and not worry about it being damaged. It allows for a four-digit combination, which is useful on the road."", ""works great and very easy to use. I much prefer this type rather than the ones with keys. I highly recommend.""]",23.63583305850625,The available reviews do not provide enough information to answer this question.,True,237.04933398403227
G_016,REC_016,B004R7A9NU,Electronics,medium,yesno,pc,3,does it work for ipad 4,Yes it does indeed! I have the ipad 4 and its fits it perfectly,KB_00148,1,"[""KB_00148"", ""KB_00147"", ""KB_00140""]","[""I have an iPad 4 and this case fits perfect. Nice looking at a reasonable price. Very happy with this case."", ""This is a nice looking Ipad 4 case. I love it. It does its job protecting the cover. Highly recommended."", ""The sleep / awake funtion on this case does not work for the new iPad. So, 1 star for using this with the iPad 3 but 4 stars for using it with the iPad 2 (sleep awake works for the older model). Unfortunately, I bought it for the iPad 3!! I was hesitant to purchase a case before the iPad 3 was released for just this reason, but I bought from this seller because they specifically said it would work with the new iPad. Bummer.""]",9.94841696228832,"The case works for iPad 4, as reviewers have mentioned it fits perfectly and does its job protecting the cover. It is specifically designed for iPad 4, according to the reviewers' experiences.",False,362.53791709896177
G_017,REC_017,B002PWHOYG,Electronics,medium,yesno,pc,3,will it position for a vertical shot?,Absolutely. The ball flips the camera on its side.,KB_00149,1,"[""KB_00149"", ""KB_00153"", ""KB_00152""]","[""It took me a little while to get a good operating process down when using the head but I am now able to use it with ease. The head does a good job of holding my Canon 40D in place when in the vertical position. I have a Manfrotto tripod that has a center column that can be place in a horizontal position and have have put my camera in this configuration looking down on an object I was photographing."", ""I set up the tripod, head and camera; leveled everything and got ready for a shot; oops, I was pointed a few inches to the left of where I wanted to be; I simply loosened the panning knob and panned to the right until my subject was framed the way I wanted. I think with the 496RC2, I would have rotated the ball head and risked having everything go out of level."", ""This is a really nice head. It has multiple adjustments and each one can be tighten individually giving you the ability to position the camera just about any way you want. If you are going to pan from side to side you will have no problems, but if you plan to pan up and down the ability will be somewhat limited. My guess is that you can go up to about 10 o'clock very easily but 10 to 12 will be a bit more of a challenge.""]",10.554917040280998,"The head can hold a camera in place when in the vertical position. It allows for multiple adjustments to position the camera as desired, but panning up and down may be somewhat limited.",False,352.0988749805838
G_018,REC_018,B003L75CUC,Electronics,medium,yesno,pc,3,I've got a nikond90 qith a 18-200 lens (72mm) will it fit?,"Yes, it'll fit.",KB_00167,0,"[""KB_00161"", ""KB_00165"", ""KB_00162""]","[""The case fit by Nikon d7100 camera and was water tight. The problem is that in order to adjust the focus or distance, you have to remove the front cover...which defeats the purpose of it being water tight!. Basically it became a waterproof storage case rather than actually taking pictures with it"", ""Overall I like this bag it serves its purpose however you have to be conscious of where the lense is pointing. If you do not pay attention you will end up with a black shadow/ring around your pictures from taking a picture of the bag."", ""This bag was extremely good at keeping my camera dry, even up to 20 ft under water. Also, it floats, or atleast, it was determined to float for me. Which is great, because if you accidentally let it go, atleast you can get it back.The only bad points about the bag is that it's very large (but if I upgrade my camera, I'll be able to use it for that one), it's nearly impossible to zoom the lens under water through the finger grips.""]",31.82754199951887,The available reviews do not provide enough information to answer this question.,True,138.38362507522106
G_019,REC_019,B000GPHQWO,Electronics,medium,descriptive,pc,3,Does this lens fit on a Canon EOS Rebel T3i?,"I am positive that it will fit on Canon EOS Rebel T3i. This camera uses Canon EF Lenses. And this Sigma lens was designed with the same mount as the Canon's EF mounts. Just make sure you buy the one for Canon, and you should be fine.",KB_00170,1,"[""KB_00185"", ""KB_00186"", ""KB_00184""]","[""I used the lens on a Canon 7D."", ""Canon does not make an equivalent lens, even if I was willing to pay twice for an 'L' lens."", ""I've been using the Sigma 105mm and 50mm macro primes on my Canon full frame bodies so I decided to pick this lens up for my Nikon D300 to give me a 105mm equiv lens for that system.In a nutshell, this lens is fantastic.""]",11.430916958488524,The available reviews do not provide enough information to answer this question.,True,305.57508300989866
G_020,REC_020,B002TV5M5G,Electronics,long,descriptive,pc,3,I have an Edge 15 330M ..Is this the correct battery and is it made by Lenovo?,[UNANSWERABLE],,1,"[""KB_00193"", ""KB_00202"", ""KB_00206""]","[""After a week of using this battery, the bios of my Lenovo, before loading Windows, started saying that I wasn't using a genuine Lenovo battery and that Lenovo cannot guarantee the performance of the battery. Sure does look genuine."", ""After a week of using this battery, the bios of my Lenovo, before loading Windows, started saying that I wasn't using a genuine Lenovo battery and that Lenovo cannot guarantee the performance of the battery."", ""There is not much to say about it except that it is the same battery that comes with lenovo computers.""]",29.64912506286055,"The available reviews suggest that this battery is compatible with Lenovo computers, but it may not be a genuine Lenovo product. The battery's performance is not guaranteed by Lenovo, according to the BIOS warning. It appears to be a compatible replacement, but not made by Lenovo.",False,421.1539579555392
G_021,REC_021,B003YLZ8J0,Electronics,medium,descriptive,pc,3,Are there actually five programmable buttons? How are they programmed?,Yes they're are 5 programmable buttons but I only programmed in for video games.,KB_00219,1,"[""KB_00220"", ""KB_00210"", ""KB_00212""]","[""The programmable buttons are backwards."", ""I needed the buttons programmable so I could create specific custom repetitive tasks, and after installing the software, I only found that I could change the buttons to do pre programmed things already within the software."", ""This pile of junk can't make up its mind to be on, or off. If left sitting for about 5 min, I haven't timed it, the mouse turns off, and won't turn back on until you pick up the mouse, turn it over, turn off the mouse power switch, leave it that way for at least 5 seconds, turn it back on, and it will work until the next time it falls asleep, and then you can repeat the above process. The programmable buttons are backwards. If you set the function you want for button 4 for button 5, and vice versa.""]",10.150374961085618,"There are five programmable buttons, but they are backwards, meaning button 4 and 5 functions are swapped. The buttons can be programmed using the software, but it only allows changing to pre-programmed tasks, not fully custom programming.",False,331.11391600687057
G_022,REC_022,B0083V5SZK,Electronics,long,descriptive,pc,3,"What are the 3 chargers i see 30 pin, is that usb mini? Whats the other?","It includes a 30-pin Apple connector, a Micro-USB and a Mini-USB.",KB_00229,0,"[""KB_00238"", ""KB_00229"", ""KB_00230""]","[""I can carry around one compact little charger and charge both my android phone or my iPad when I'm out somewhere."", ""This little thing is brilliant. I can carry around one compact little charger and charge both my android phone or my iPad when I'm out somewhere. I don't have an iPhone, so I can't help out others who might need to charge their new phones, but that's the only thing it's lacking. I'm so glad I found this."", ""I have purchased about 5 of these over the past year, and love them. Very versatile for those who travel--particularly overseas. I live in the UK and constantly travel to other parts of Eurasia where the electrical systems are different. Works great for my Blackberry device, as well as apple devices in our family.""]",13.24849994853139,The available reviews do not provide enough information to answer this question.,True,235.88679102249444
G_023,REC_023,B000NIQMG0,Electronics,medium,descriptive,pc,3,What voltage?  Can the head operate on batteries?,"The external power supply is AC --> DC   12V@200mASo, yes, you could take a small 12vdc battery that has an out of about 200mA and power this unit.  If you did use a 12vdc battery you could charge/recharge the battery with a small solar panel that you could purchase for about $20.For Reference: http://www.emtcompany.com/x10-xm14a-ac-power-supply-charger-adapter/101334292.html",KB_00242,0,"[""KB_00256"", ""KB_00248"", ""KB_00245""]","[""The Tilt is controlled by a hand held 'RF' remote device."", ""I can operate remotely from about 60 ft. away."", ""I mounted my own wired video security camera (not an X10 camera) with Heavy Duty Velcro on top of this and watch the birds around my feeder along with other animals... It has 5 points to go to automatically. Center and 4 programed positions, then you can slowly move to any other location with the 4 up, down, left, right keys. The Tilt is controlled by a hand held 'RF' remote device. My camera is outdoors, outback and I control it from the front room about 50 feet away.""]",10.889583034440875,The available reviews do not provide enough information to answer this question.,True,254.8919579712674
G_024,REC_024,B0081XI2Y4,Electronics,short,yesno,pc,3,does this play audio?,"A VGA port carries video only, not audio+video like an HDMI cable does. You'll need to run audio through a separate cable (usually through a 3.5mm headphone jack) no matter what adapter you use.",KB_00260,1,"[""KB_00270"", ""KB_00268"", ""KB_00261""]","[""It charges with my phone's charger and it streams audio."", ""This adapter is simple plug and play."", ""This is a great little headset that combines all the features I want and need. It is small, light, loud and comfortable. It charges with my phone's charger and it streams audio. I really love this headset because of its superior noise-cancellation feature and its long battery life.""]",37.782832980155945,"Yes, this device streams audio. It is also mentioned that it is loud, indicating that it plays audio. The device is also referred to as a headset, which further supports that it plays audio.",False,289.82750000432134
G_025,REC_025,B006VB6UNI,Electronics,long,descriptive,pc,3,if I have no pc how do I charge it.. simple answers please,"You dont need a PC, the Nook have an adapter to connect it to AC power.",KB_00282,1,"[""KB_00289"", ""KB_00287"", ""KB_00293""]","[""I'd like to get a Nook HD also to watch movies and use as a tablet, but my Nook Simple Touch is perfect for reading."", ""I love my Nook Simple Touch."", ""Just wish I had purchased the backlit one and also wished I had purchased a case for the Nook.""]",12.829042039811611,The available reviews do not provide enough information to answer this question.,True,136.29654108081013
G_026,REC_026,B00FGYC9LI,Electronics,short,descriptive,pc,3,Is there a laptop warranty?,[UNANSWERABLE],,1,"[""KB_00317"", ""KB_00314"", ""KB_00298""]","[""I very rarely review items on Amazon, despite being a regular shopper, but the Acer Aspire V7-582PG-6421 is such a stunning example of a Windows laptop \""done right\"" that I just had to leave a comment or two. The preceding review by Gc is excellent and covers almost all of the bases. My point in doing this review is to highlight the \""extras\"" you get with the Acer that I have not found on ANY laptops other than the MacBook Pro. One correction to Gc's review, however - the lid is not aluminum, but brushed surface plastic. I checked this directly with Acer, and you can tap the cover with a  fingernail and hear it yourself - BUT - it does not do justice to just say that it is plastic, because it is structurally sound and very good looking. Now, for the \""goodies\"" -1. The screen is spectacular. I've owned a retina MBPro, and it is nearly that good (glossy though). As Gc said, you can truly review two documents side by side on the screen without a magnifying glass.2. The \""Acer connector\"" is a displayport connector - I am running my WQHD 2560x1440 monitor on it now. It will support the internal screen (1920x1080), the displayport (2560x1440), and a 1920x1080 HDMI monitor, all at the same time.3. Battery Life: AWESOME. The Haswell 4200U went four hours last night on web surfing, Word editing, and document viewing (no media running) and still had 67% battery left (7:42 estimated remaining time). After being put into sleep mode, seven hours later it still showed 66% battery left.4. Upgradeable: remove the army of screws (15-18) from the base plate, and you can go up to 12GB ram (replacing the 4GB module with an 8GB module); replace the HDD with a SATA III SSD up to 1TB; AND replace the mSATA with up to a 512GB SSD. My solution was to upgrade to a 256GB mSATA for the OS and programs, and leave the 1TB HDD for file storage - the system now screams when loading software and files.5. Built in Gigabit Ethernet - enough said.6. NVidia GT720M with 2GB ram - not a gaming rig, but far from shabby, and pretty rare to get in this form factor on a Windows rig already sporting HD4400 graphics.7. The touch screen is as smooth operating as a tablet, and you will quickly find that it is a legitimate \""third\"" interface to Windows 8 - scrolling, zooming, selecting onscreen elements is very natural in addition to the keyboard and trackpad - DON'T LET ANYONE LIE TO YOU ABOUT GORILLA ARMS - it is a short 4\"" reach from the keyboard.8. Keyboard - the key press is shallow, but it is outstanding to have the numeric keypad in this form factor.Let's talk about form factor for a minute. This year I have tried nearly everything - including the awesome MacBook Air 13\"" (8GB/512GB max rig), and a MacBook Pro 15\"" (16GB/512GB max rig) - the Acer is no aluminum work of art like those two, but from a confirmed Windows user perspective, this is the BEST laptop rig of them all. A little larger and heavier than the Pro (less than 1/2\"" longer/wider; 0.08\"" thicker; and 0.35lb ) but the internals are equal to or superior; expandability is only up to your imagination; and the screen, although not retina, is FAR superior to MacBook Air, and not far from the quality of the Retina Pro. ALL FOR $900 LESS than the Air, and $1700 LESS than the MacBook Pro.That's why I say it is the best bargain going in a full feature, desktop replacement laptop."", ""The reviews are dead on about how wonderful this laptop is (minus the trackpad)."", ""ALL FOR $900 LESS than the Air, and $1700 LESS than the MacBook Pro.That's why I say it is the best bargain going in a full feature, desktop replacement laptop.""]",28.599165962077677,The available reviews do not provide enough information to answer this question.,True,1430.7932920055464
