golden_id,record_id,asin,category,q_bucket,question_type,pipeline,k,question,gold_answer,evidence_doc_id,is_answerable,retrieved_doc_ids,retrieved_context,retrieval_ms
G_022,REC_022,B0083V5SZK,Electronics,long,descriptive,pc,1,"What are the 3 chargers i see 30 pin, is that usb mini? Whats the other?","It includes a 30-pin Apple connector, a Micro-USB and a Mini-USB.",KB_00229,0,"[""KB_00238""]","[""I can carry around one compact little charger and charge both my android phone or my iPad when I'm out somewhere.""]",15.258959028869867
G_023,REC_023,B000NIQMG0,Electronics,medium,descriptive,pc,1,What voltage?  Can the head operate on batteries?,"The external power supply is AC --> DC   12V@200mASo, yes, you could take a small 12vdc battery that has an out of about 200mA and power this unit.  If you did use a 12vdc battery you could charge/recharge the battery with a small solar panel that you could purchase for about $20.For Reference: http://www.emtcompany.com/x10-xm14a-ac-power-supply-charger-adapter/101334292.html",KB_00242,0,"[""KB_00256""]","[""The Tilt is controlled by a hand held 'RF' remote device.""]",10.920874890871346
G_024,REC_024,B0081XI2Y4,Electronics,short,yesno,pc,1,does this play audio?,"A VGA port carries video only, not audio+video like an HDMI cable does. You'll need to run audio through a separate cable (usually through a 3.5mm headphone jack) no matter what adapter you use.",KB_00260,1,"[""KB_00270""]","[""It charges with my phone's charger and it streams audio.""]",37.228040979243815
G_025,REC_025,B006VB6UNI,Electronics,long,descriptive,pc,1,if I have no pc how do I charge it.. simple answers please,"You dont need a PC, the Nook have an adapter to connect it to AC power.",KB_00282,1,"[""KB_00289""]","[""I'd like to get a Nook HD also to watch movies and use as a tablet, but my Nook Simple Touch is perfect for reading.""]",10.385875008068979
G_026,REC_026,B00FGYC9LI,Electronics,short,descriptive,pc,1,Is there a laptop warranty?,[UNANSWERABLE],,1,"[""KB_00317""]","[""I very rarely review items on Amazon, despite being a regular shopper, but the Acer Aspire V7-582PG-6421 is such a stunning example of a Windows laptop \""done right\"" that I just had to leave a comment or two. The preceding review by Gc is excellent and covers almost all of the bases. My point in doing this review is to highlight the \""extras\"" you get with the Acer that I have not found on ANY laptops other than the MacBook Pro. One correction to Gc's review, however - the lid is not aluminum, but brushed surface plastic. I checked this directly with Acer, and you can tap the cover with a  fingernail and hear it yourself - BUT - it does not do justice to just say that it is plastic, because it is structurally sound and very good looking. Now, for the \""goodies\"" -1. The screen is spectacular. I've owned a retina MBPro, and it is nearly that good (glossy though). As Gc said, you can truly review two documents side by side on the screen without a magnifying glass.2. The \""Acer connector\"" is a displayport connector - I am running my WQHD 2560x1440 monitor on it now. It will support the internal screen (1920x1080), the displayport (2560x1440), and a 1920x1080 HDMI monitor, all at the same time.3. Battery Life: AWESOME. The Haswell 4200U went four hours last night on web surfing, Word editing, and document viewing (no media running) and still had 67% battery left (7:42 estimated remaining time). After being put into sleep mode, seven hours later it still showed 66% battery left.4. Upgradeable: remove the army of screws (15-18) from the base plate, and you can go up to 12GB ram (replacing the 4GB module with an 8GB module); replace the HDD with a SATA III SSD up to 1TB; AND replace the mSATA with up to a 512GB SSD. My solution was to upgrade to a 256GB mSATA for the OS and programs, and leave the 1TB HDD for file storage - the system now screams when loading software and files.5. Built in Gigabit Ethernet - enough said.6. NVidia GT720M with 2GB ram - not a gaming rig, but far from shabby, and pretty rare to get in this form factor on a Windows rig already sporting HD4400 graphics.7. The touch screen is as smooth operating as a tablet, and you will quickly find that it is a legitimate \""third\"" interface to Windows 8 - scrolling, zooming, selecting onscreen elements is very natural in addition to the keyboard and trackpad - DON'T LET ANYONE LIE TO YOU ABOUT GORILLA ARMS - it is a short 4\"" reach from the keyboard.8. Keyboard - the key press is shallow, but it is outstanding to have the numeric keypad in this form factor.Let's talk about form factor for a minute. This year I have tried nearly everything - including the awesome MacBook Air 13\"" (8GB/512GB max rig), and a MacBook Pro 15\"" (16GB/512GB max rig) - the Acer is no aluminum work of art like those two, but from a confirmed Windows user perspective, this is the BEST laptop rig of them all. A little larger and heavier than the Pro (less than 1/2\"" longer/wider; 0.08\"" thicker; and 0.35lb ) but the internals are equal to or superior; expandability is only up to your imagination; and the screen, although not retina, is FAR superior to MacBook Air, and not far from the quality of the Retina Pro. ALL FOR $900 LESS than the Air, and $1700 LESS than the MacBook Pro.That's why I say it is the best bargain going in a full feature, desktop replacement laptop.""]",39.22579099889845
G_027,REC_027,B002KGXB0I,Electronics,medium,descriptive,pc,1,Can you plug headphones into it?,Nope  but if you have an ipod/iPhone you can just plugg headphones into that.,KB_00322,1,"[""KB_00333""]","[""I bought them for a Mexican school use and they want to connect headphones but could not do that.""]",10.428874986246228
G_028,REC_028,B00G2BX616,Electronics,long,descriptive,pc,1,I heard that there is a problem and this device doesn't work with iOS 8.3?,[UNANSWERABLE],,0,"[""KB_00358""]","[""Have not been able to use because if you have a case for Ipad it will not fit into the Lightning Connector.  Also the seller ANTONLINE is brutal and I will never deal with them again.  They have an impossible return policy that ends up costing you a ton of money even if, by some miracle, they accept your return.  Also, was very late on shipping and did not offer tracking until I begged for it because I had not gotten the shipment.  Avoid Antonline.""]",11.979707982391119
G_029,REC_029,B00HQXUFYA,Electronics,medium,descriptive,pc,1,does the HD run Thunderbolt 1 or Thunderbolt 2 ??  Thanks,[UNANSWERABLE],,0,"[""KB_00376""]","[""Here are my initial observations:Pro: the Thunderbolt is really fast.""]",12.809125008061528
G_030,REC_030,B008O7MEAU,Electronics,medium,yesno,pc,1,will this enclosure fit in a 13' chevy impala,[UNANSWERABLE],,1,"[""KB_00392""]","[""This enclosure does everything I expected it to, it's well constructed, looks great, and is very affordable.""]",13.564124936237931
G_031,REC_031,B007260OOC,Toys_and_Games,medium,descriptive,pc,1,How might I go about hanging them from my ceiling?,[UNANSWERABLE],,1,"[""KB_00400""]","[""These arrived on time and are perfectly light to hang from the ceiling. They added just the right bling to my granddaughter's room.""]",11.00175001192838
G_032,REC_032,B00BSWSFEC,Toys_and_Games,long,descriptive,pc,1,Does the hair on this minion really lay down (like in the picture) or does it kind of stick up a bit?,[UNANSWERABLE],,1,"[""KB_00414""]","[""It's in really good shape, size is great (10 inches), the minion's goggles are rubber and it has like popping eyes, price is good for the qualty you get, really adorable. If you like the movie, you'll love this item.""]",36.01841698400676
G_033,REC_033,B00ARQW1C2,Toys_and_Games,short,descriptive,pc,1,What is frustration-free packaging,"Agree with previous post.. I think the ""frustration free"" part means 2 things, first of all that it is very easy to wrap. It comes in a plain old cardboard box. Some toys are all kinds of weird shapes and hard to gift wrap. These packages make wrapping simple. The child won't know what the toy is even after unwrapping it. Also the fact that the toy is just simply put in a bag and it comes right out when you open the box. No annoying zip ties, screws, duct tape, twisty-ties or any of the other frustrating things that has your child waiting anxiously in anticipation to play with their toy for 20 minutes while an extremely frustrated Mommy and/or Daddy scramble to find a screwdriver, power scissors, saw or whatever else it takes to get the toy out! The frustration free packaging is so much easier for the gifter and the giftee.",KB_00427,1,"[""KB_00421""]","[""Came in a timely manner. Just a heads up - It did NOT come in the store-type packaging, just a box. It works great and makes my son happy.""]",9.525917004793882
G_034,REC_034,B0001YH03U,Toys_and_Games,long,descriptive,pc,1,"what is the width and length of the bed? I would like to make a blanket and more but cannot find any measurements for a bed for an 18"" doll.","so sorry, but the doll bed is with my grand daughter.  I did, however, make blankets and pillows.  Bed is about 11 inches wide and 22 inches long... so an overhang and fold over top would be a blanket aprox. 18X 26",KB_00432,1,"[""KB_00434""]","[""Right now my daughter is using a pillowcase as a blanket until we get a little blanket to fit. The pillowcase is the perfect size, by the way. The bed seems very sturdy and looks like it will last a long time. Highly recommended!""]",41.01258306764066
G_035,REC_035,B000GQ0JZO,Toys_and_Games,medium,descriptive,pc,1,what size is this case ?,The case is 14 inches by 8 inches.  It is almost 3 inches deep,KB_00442,1,"[""KB_00438""]","[""Was wonderful but I exchanged it for a bigger one. I wasn't paying attention to the size. Promo return and refund.""]",10.18300000578165
G_036,REC_036,B00172R9O0,Toys_and_Games,long,descriptive,pc,1,Need to know how to solve this.  I bought one at a garage sale without instructions.,you just move the ball around until it gets underneath the latch. then push the tab and it should open.,KB_00453,1,"[""KB_00449""]","[""Can't figure out how to solve. Maybe I need a better set of eyes. I think a solution sheet should be provided!""]",39.033208042383194
G_037,REC_037,B0084XZE7E,Toys_and_Games,medium,descriptive,pc,1,Is this a good gift for a 6 year old?,"Yes, it is perfect for a 6 year old. It is able to be peeled off if they stick it somewhere they are not suppose to do it on. I intend to buy several for all the young girls on my Christmas list and maybe 1 or 2 extra for Toys for Tots also.We also use it to decorate our postcards we send out for Postcossings. We have had lots of people ask us who sells it, especially people in other countries, it seems she haven't seen a lot of it.WE LOVE THIS ITEM!1!",KB_00458,1,"[""KB_00459""]","[""I bought it for a nine year old girl and she loved it! She started making things right away! It was a good choice but a little pricey!""]",10.402082931250334
G_038,REC_038,B00004YRPC,Toys_and_Games,medium,descriptive,pc,1,what kind of air can it get bruh?,"Well, ""bruh"" if you are 8, it gets sick air! I'm sure the stronger one is, the higher you can go. No, there wouldn't be back flips happening...and it does feel a bit tight right out of the box.",KB_00473,1,"[""KB_00473""]","[""This is a great pogo for  anyone who wants to jump really high. It gets tons of air. In general it's just a great stick plus the custormer service is really good so I would reccomend this to 10-11 year olds and teenagers who are below the weight limit. For more info on this stick go to  [...]""]",12.411374947987497
G_039,REC_039,B00GZ1GUSY,Toys_and_Games,medium,descriptive,pc,1,It is Singal Player or Two Players,Single player with an online multiplayer component.,KB_00478,1,"[""KB_00481""]","[""The single player experience is phenomenal. Tense moments throughout really make you jump with a good pair of headphones. The multi-player is a joke, and brings down the rating 1 star. Bad move on Squeenix's part. Gorgeous graphics on PS4 too.""]",14.171042013913393
G_040,REC_040,B000ANKKK2,Toys_and_Games,medium,descriptive,pc,1,Do you get a strike every time (like the video shows)?,No. It's just like being at the bowling alley. Fun and challenging.,KB_00488,0,"[""KB_00495""]","[""Fun for all ages. The ball launcher is good for those with arthritis. The manual pin setter is unnecessary but creates a nice backboard.""]",14.644833048805594
G_041,REC_041,B004KKX82I,Toys_and_Games,short,descriptive,pc,1,what is its stamina level?,It's one of our longest lasting blades. Don't know the number.,KB_00497,0,"[""KB_00506""]","[""from using scythe kronos before this bey by far the best stamina type i have used i am currently borrowing my bfs but it is very impressive. the only thing to look out for is the tip inside the plastic cover it will break if there's to much pressure put on it. unlike our versions of the beys the imports you have to give a little extra spin bc it has more metal in the ring""]",12.426499975845218
G_042,REC_042,B00DJ78H1A,Toys_and_Games,medium,descriptive,pc,1,I wonder if I can buy two adapters and connect 3 batteries?,"I don't see why that would be a problem, but your lift-off weight will start reducing the overall flight time so you wouldn't get three times the length, but probably something like 2 1/2 time.",KB_00509,0,"[""KB_00507""]","[""Best way to connect in parallel two batteries of the same make and size to the phantom to extend flight time. You will want to add a twin battery plates to exterior of Phantom to make best use of the Y Harness.""]",11.96920801885426
G_043,REC_043,B00IGXUSGY,Toys_and_Games,short,descriptive,pc,1,What age is this for,Great for 2 year olds - anywhere from 1.5 - 5 year olds enjoy at our house!,KB_00517,0,"[""KB_00516""]","[""Sturdy and fun for the kids.""]",12.290250044316053
G_044,REC_044,B0002D00QE,Toys_and_Games,medium,descriptive,pc,1,Does this product include any cleaning tools such as swab ?,"It comes with a plastic stick with a loop on the end for attaching a bit of cloth (cloth not included), a fingering chart, and is all in a plastic cover. It was easy enough for me, in my opinion, to get a little of cloth for the cleaning stick to swab it with, some cork greas to have for it, and I additionally made myself a nice instrument roll to have a better place to keep it and accessories than the plastic sleeve it all comes in. I've seen nany inexpensive on etsy on stuff liked that; I just preferred the fun of making my own to customize it and make spots for the accessory supplies I wanted to keep with it.",KB_00518,0,"[""KB_00518""]","[""This is a high quality entry level recorder.I wouldn't recommend it for a very young child because the inside can get damp after use and you need to clean and dry it after you have a session. The sound is richer than the cheaper plastic instruments. It comes with a cleaning rod. The recorder takes apart into two pieces for cleaning.""]",35.479792044498026
G_045,REC_045,B00AEQ0JTM,Toys_and_Games,medium,descriptive,pc,1,Can it fit in a 1/16 e-revo,[UNANSWERABLE],,0,"[""KB_00527""]","[""No complaints! Great product and great price. Easy to set up with spektrum radio. I'm hooked on spektrum. Plus amazon prime! Can't beat it.""]",10.208333958871663
G_046,REC_046,B0092BWWG8,Toys_and_Games,long,yesno,pc,1,"This says fulfilled by Amazon, will I actually have it in 2 days (with Prime shipping)?",[UNANSWERABLE],,1,"[""KB_00534""]","[""Yes Pretty, Came quickly, I am happy with the product. The hair clip is weak and the power pack is on the heavier side. (not sure what I was expecting there).It would be better if the Hair clip were stronger to actually hold the thing in the place. I am thinking of modifying the ones I have to make them more practical. Fun things...""]",12.908749980852008
G_047,REC_047,B00000J0NT,Toys_and_Games,medium,yesno,pc,1,are there REALLY 120 different colors?,"Yes you get 3 packs of different types of colors, 1 regulars, one neon and one of "" fun"" colors including extra bright, glitter and more.",KB_00542,1,"[""KB_00538""]","[""NOT 120 COLORS! It includes multiple boxes of crayons that are identical, not 120 different colors""]",11.21916703414172
G_048,REC_048,B0062RKIIY,Toys_and_Games,medium,yesno,pc,1,can I get it in silver?,[UNANSWERABLE],,0,"[""KB_00551""]","[""We'll keep trying though. Either way my son is quite upset :(UPDATE:  After waiting almost 30 days I didn't get a response from either the seller or the toy company, so back it went. I still think it's  a good car, but beware of the fragile antenna!""]",11.809249990619719
G_049,REC_049,B00FDTJQYY,Toys_and_Games,medium,descriptive,pc,1,Are the clips s clips or c clips?,They are s clips,KB_00558,1,"[""KB_00568""]","[""The clips are &#34;s&#34; clips which are a little harder to use than the &#34;c&#34; clips that come with the rainbow loom.""]",40.569790988229215
G_050,REC_050,B00EZIXA78,Toys_and_Games,medium,descriptive,pc,1,what kind of canopy/umbrella do you use with this?,This model doesn't use an umbrella. We have never had any complaints from our three children who are still using this as 3 and a half year old twins and a 20 month old. It is our go to ride.,KB_00583,1,"[""KB_00593""]","[""You must buy the deluxe version if you want  a canopy.""]",9.939416078850627
G_051,REC_051,B0002KW4AC,Toys_and_Games,long,descriptive,pc,1,"Does this unit come with tip or need to buy the tip kit?  If it comes with one, what tip is it?  Thanks.","It has been a while, as I recall it comes with a tip. I do not remember what size. I did buy a set of tips because of the different type of soldering I do. I wanted a small tip for surface mount components. Hope that helps.",KB_00605,1,"[""KB_00611""]","[""I've been doing a lot of SMD soldering with the original tip, however I am going to be getting a separate brass tip cleaner.Still one of the best purchases that any hobbyist can make.""]",33.75716705340892
G_052,REC_052,B000BO63OC,Toys_and_Games,long,descriptive,pc,1,We have this in our garage but we want to buy a cover to protect it when not in use. Is there a cover anyone would recommend? Thanks v much.,"OAW, The STIGA InstaPlay is an indoor table; unfortunately, even an outdoor table cover would not fully protect this table from moisture. If the garage is not climate controlled, the table could become warped, even with a table cover. If you are interested in an outdoor table cover, you should consider the STIGA Baja Outdoor Table Tennis Table and STIGA Coronado Outdoor Table Tennis Table Hope this helps! STIGA",KB_00629,0,"[""KB_00639""]","[""The delivery team dropped off garage and I had to get neighbor to help me carry down to basement.""]",10.236250003799796
G_053,REC_053,B001AEZIY8,Toys_and_Games,long,descriptive,pc,1,I'm looking for an X-Wing for my Dagobah themed aquarium.  I need to know if the paint is already on it?  Also are there any metal parts?,There are no metal parts. It is already painted.,KB_00659,0,"[""KB_00642""]","[""The thrusters and blasters were also painted to add a bit of color seperation. Also, it could really do with some panel lines. Revell has incorperated great detail into this model, with many lines all around the hull that can easily be picked out with some paint or a lining marker.As a model kit, it's actually very durable, but I don't reccomend playing with it. As a general rule, models are meant more for display than for play. You have action figure toys for that.Overall, it's a simple, nice, and faithful representation of the classic X-Wing fighter from the original Star Wars Trilogy.""]",37.94104093685746
G_054,REC_054,B004G32WA8,Toys_and_Games,short,yesno,pc,1,can it hold 5 racks,[UNANSWERABLE],,1,"[""KB_00671""]","[""It does hold everything as stated ( racks, pushers and tiles)  The soft zip bags for the tiles are great.""]",9.374040993861854
G_055,REC_055,B00DJ4PJ64,Toys_and_Games,long,descriptive,pc,1,Are these Lego Mini figures the same type of figures that come in all the Lego sets? or are these those rubbery type of figures?,They are the same kind as in all the regular Lego sets. Not rubbery.,KB_00680,1,"[""KB_00691""]","[""The mini-figures are cool and he can add those to his many Lego Star Wars sets after the holiday.""]",31.84308297932148
G_056,REC_056,B003TO4YYC,Toys_and_Games,short,descriptive,pc,1,What is the counter height?,"The counter is 21"" from the ground.  The top of the fridge section is 3' from the ground.",KB_00712,1,"[""KB_00715""]","[""It doesn't have any \""counter space\"" so we put a little end-table next to it for our daughter to \""prepare\"" her food.""]",10.570749989710748
G_057,REC_057,B000HCL94W,Toys_and_Games,short,descriptive,pc,1,what size batteries,3 double As,KB_00727,1,"[""KB_00738""]","[""After reading other reviews, I'm guessing that the model has changed slightly, since the batteries are now easily located in a hidden pocket right along the horse's mane.""]",38.71441609226167
G_058,REC_058,B005V2LJS4,Toys_and_Games,long,descriptive,pc,1,"Is this the original, Japanese release (Samurai Sentai Shinkenger branding), or the western release (Power Rangers Samurai branding)?","western most likely. there's really NO difference either way though, only a small logo on the backside of the box and a changed name on the instructions. If I were you, I'd take the plunge and get it, it's only 15 dollars for a premium grade action figure. American release but the same Japanese quality, accessories, and construction.",KB_00742,0,"[""KB_00742""]","[""Was not specific enough in descriptions. Product was not entirely Japanese super sentai figuart, with Japanese instructions, etc. It was the US import of the Japanese Figuarts and had english instructions and Power Ranger logo, etc.""]",10.534250061027706
