golden_id,record_id,asin,category,q_bucket,question_type,pipeline,k,question,gold_answer,evidence_doc_id,is_answerable,retrieved_doc_ids,retrieved_context,retrieval_ms
G_011,REC_011,B008URGSWO,Home_and_Kitchen,long,descriptive,dense,5,"how thick is it, really?  some say 1/2"", some say 2"", 2-1/2"".  does it flatten out?  comparing it to the extra plush, extra thick pad, what would one?","Mine is just shy of a full 2 inches at the plushest points. Mine has not flattened out. All my shoulder pain is gone. My wife no longer has back pain. I didn't want to spend this much but now that I have it, I consider every dime spent well worth it.",KB_00093,1,"[""KB_00094"", ""KB_00100"", ""KB_00093"", ""KB_00101"", ""KB_00095""]","[""When this mattress pad arrived I was so pleased to find it to be as it was described, extra thick and it was. Now that I have used it for approximately one month it has already begun to flatten. Materials used were nice but it is not going to hold up as described. Very disappointed."", ""Wasn't as thick as I'd hoped but it does seem to work very well with the heat issue from my very firm memory foam icomfort mattress. I did end up buying a cheep ($40) 1 1/2 inch mattress pad from Walmart and put this mattress pad on top of that and my bed is much more comfortable now and I don't sweat all night!"", ""For one thing, it isn't thick enough to sag. I would estimate it as approximately 1.5 to 2\"" thick, though the quilted construction makes it difficult to measure. When you lay on it, the loft compresses but does not collapse--meaning that it gives you softness and support, but runs none of the back-pain-inducing risks that we've experienced with thick memory foam mattresses and toppers.Unlike memory foam, the Downlite topper is not nearly as hot at night."", ""Really like pad very thick. Nice though. The quality of the pad really impressed me. Not sure if it would fit an extra deep mattress though."", ""Had chemical smell which dissipated after airing for a few hours prior to use.The mattress pad is only 1\"" thick, description says 2.5\"" thick. Will have to purchase better thicker pad either to use in place or with this one. It may work well for back sleepers but not so much for me as a side sleeper.I try to support USA made but this is overpriced for a 1\"" pad.""]",22.467458999017254
G_012,REC_012,B000ST0184,Toys_and_Games,medium,descriptive,dense,5,how can I make it wireless for my win 8.1 PC?,"Interesting question. I don't think there is a direct or easy way to do this. The tankstick is basically a big keyboard. Each button/joystick direction is a keyboard button. Knowing this, it would require some type of modification to convert it to a wireless keyboard. It sounds like a project worth attempting. Sorry, I probably didn't help at all.",KB_00102,1,"[""KB_00106"", ""KB_00108"", ""KB_00103"", ""KB_00102"", ""KB_00105""]","[""I tried to use this on my PC and had a hard time calibrating it. I thought is was the size of a keyboard but this thing is pretty big and heavy. I'm going to try again soon and hopefully I'll have better luck."", ""I see articles that Microsoft didn't license them to make Xbox 360 devices, so I wonder if an Xbox 360 adapter ever existed or ever will.Their web site is confusing. None of the links for Mac MAME games lead me to a MAME application that would install and work, so I think they should update their web site for Mac users with regards to MAME.They fail to mention that you NEED a PC2 Keyboard in order to program the keys. I've been to 4 stores and can't find one."", ""Here is my Day 1 Review. I opened this thing up and wow, it is impressive. My only knock on it was that it wasn't calibrated perfectly. The IT guys told me how to do it (which was actually fun knowing how it works, and DOESN'T VOID THE WARRANTY!) and now it works like a breeze. I will keep you posted how I like it as I move on!UPDATE: This thing is absolutely awesome!"", ""Ever since I got my first X-Arcade almost 8 years ago, I've been in arcade game heaven. I decided to spring for the Tankstick because of the trackball along with the ability to use two joysticks for Smash TV, Robotron 2084, Total Carnage, etc.I'm planning to eventually add a spinner in place of the never used 8th button for player 1 (and perhaps player 2 eventually). This is an important point to bring up - you can mod these things!"", ""Overall, this is a pretty nice controller. It has most of the buttons that you will ever need. I would have liked perhaps just one more button in between the Player 1 & Player 2 buttons and calling it or labeling it a &#34;HOME&#34; button.My controller shipped with the Up direction on the Player 1 side being too sensitive. My character in Street Fighter would jump all the time even if you didn't touch the joystick.""]",29.05520900094416
G_013,REC_013,B0013ODWSO,Sports_and_Outdoors,long,descriptive,dense,5,Does the white scooter have the same specs as the micro black one?,[UNANSWERABLE],,0,"[""KB_00113"", ""KB_00112"", ""KB_00117"", ""KB_00118"", ""KB_00114""]","[""I loved this scooter my husband got one and I got one for my selfIs perfect  I recommended to buy one"", ""A very good push scooter.I began with an entry level of the brand Micro. I wanted to know my boundaries.And now, with this high end model, I can tell my dream becomes reality. It's very steady. It is lower than the other models and then I need less push kicks to go straight. I have the feeling to be quicker in comparison with my older previous kickscooter.The only weakness is the break. It was broken only one month after my purchase."", ""This scooter is very pretty! It has a very sporty look. Kinda big and heavier than other scooters to deal with, but it looks so nice!"", ""My daughter absolutely LOVES this scooter. It is really a smooth ride, both my husband and I tried it out and found it to be excellent. Just ordered another for my son's birthday."", ""bought for a 30+ year old woman, who now gets to scooter along qwith her two kids. Love the whole Micro family.""]",26.983374998962972
G_014,REC_014,B005F79BYE,Home_and_Kitchen,long,descriptive,dense,5,Does this offer the option of shelving instead of hanging clothes inside the doors?,[UNANSWERABLE],,0,"[""KB_00129"", ""KB_00130"", ""KB_00125"", ""KB_00124"", ""KB_00128""]","[""I received an Armoire Wardrobe Storage Cabinet from Target Decor and More.I was very disappointed when removing the unassembled pieces from the boxing to find severa of the edges damaged on the cabinet. Made of partical board and damages very easily. I went ahead and assembled the cabinet for my daughter's Birthday present but was very dissatisfied as to the condition that it came in."", ""I bought this for my son , his apt. has no closet in the bedroom and this armoire fit perfect in his room all his stuff fit perfect and it is the same color wood as his bedroom set , I definetly recommend this armoire to anyone"", ""This is a good buy. I bought two wardrobes at the same time. This one was a third the price, easier to assemble and looks and feels solid and of good quality. Worth the price and i wish I had bought two of these instead of the other one.This is the other wardrobe.http://www.amazon.com/gp/product/B00HT26CW2/ref=oh_details_o06_s00_i00?ie=UTF8&psc;=1"", ""When my boyfriend and I were living together, this was an absolute lifesaver because we were running out of space in our drawers and we didn't want to ruin our nice clothes. Even after we went our separate ways, it was nice to have the extra space, especially since I'm into cosplay, so I don't have to worry anymore about my costumes getting ruined. It is a very strong and sturdy piece of furniture and I couldn't be happier with it. '"", ""The Armoire is beautiful. It was very easy for my husband to assemble. The price was reasonable and I would highly recommend this product.""]",23.951832998136524
G_015,REC_015,B00ATDT83I,Cell_Phones_and_Accessories,long,descriptive,dense,5,Hello. I'd like to know if this cell phone works properly in Venezuela for DIGITEL.,[UNANSWERABLE],,0,"[""KB_00139"", ""KB_00136"", ""KB_00132"", ""KB_00138"", ""KB_00134""]","[""excelente! funciona bien, llego en muy buen estado y el telefono cumple con las expectativas asi que lo recomiendo sigan asi!! !"", ""Great phone, flexible, without the proprietary constraints of my old iPhone. Great screen. I use it overseas and back home with a simple switch of my sim card."", ""excellent choise in this cell phone and great colour too. i recomend it. no more to say. . . . . . . ."", ""The Galaxy S3 model I9300 is a good phone. I especially loved the expansion micro SD card option. I loaded music, movies, etc. My particular phone seemed to give me some problems with recognizing my SIM card. I have not seen others complain of this problem. I ended up returning my phone. On the Go Solutions was very good about the process and gave me a full refund. Thanks On The Go Solutions."", ""I was able to use this with Wal-Mart's StraightTalk service, which was my reason for buying it. Phone has more features than I need, and works great.""]",28.41445800004294
G_016,REC_016,B00394NT20,Health_and_Personal_Care,short,descriptive,dense,5,Is there a warranty?,[UNANSWERABLE],,0,"[""KB_00145"", ""KB_00143"", ""KB_00144"", ""KB_00149"", ""KB_00150""]","[""You cannot get it back in the box for a return. If it works for you great but regard this as a gamble for your money. If it breaks - tough luck."", ""i have been using this stool on a daily basis for more than 2 years and i love it! my only complaint is that the rubber feet on the bottom get mildew on them and they are hard to clean."", ""all in all i am happy with this shower stool. assembling it was fool proof, it is very sturdy and you don't have to be afraid that you (or your loved one) will fall off. the \""swivel\"" part is actually pretty nifty, too. only problem is with the shelf - it won't stay in place. i have a narrow bathtub and it fit perfectly as well."", ""Was in need for a shower chair, tried the ones on four legs...didn't feel safe on them...(they would slide in the tub). With this on it feel safe when you sit on it. My only problem with this is the rubber cups on the bottom have turned black...I have bleached them and can't get them clean, of course I have used this for way over a year."", ""Was easy to assemble. But I am not using it because there is not enough room in the shower to accommodate another chair. So, I am saving it to replace the other chair when that becomes necessary.""]",10.32558400038397
G_017,REC_017,B0056FL4FY,Beauty,long,descriptive,dense,5,"does not say if its an american or ueropean plug and ive ordered this before and got a ueropean plug, provide necessary info",[UNANSWERABLE],,0,"[""KB_00152"", ""KB_00158"", ""KB_00155"", ""KB_00157"", ""KB_00161""]","[""I ordered this for a present for my little sister who just started doing her own nails. When she got it in the mail she immediately opened it to find that it had the wrong type of prongs for American electrical outlets! We think it might be French? who knows? ?After contacting the seller Via E-mail they did everything in their power to work out a solution with me. I changed my rating from a 1 star to a 5."", ""It broke as soon as I plugged it in ! didn't even use it yet  the power cord  ...plug fell apart ."", ""I ordered this and it did not work so waited another month for THE replacement got the replacement and did on hand and it never turned back on do not buy this product very CHEAP"", ""I ordered this drill because a YouTube blogger mentioned it but to my surprise the one i got in the mail worked the first 20 seconds and started to slow down and stop working, it overheats, i have to wait  a few seconds to turn it back on and it will immediately start overheating and shutting down again, waste of $10 =("", ""I really liked this purchase, I have had drill kits before but hated how when the batteries died it wouldn't work as well so love that this one is a plug in no extra money on batteries.""]",29.27083300164668
G_018,REC_018,B00154MGXY,Home_and_Kitchen,long,descriptive,dense,5,Is this item 35.43 inches at the very top or the body of the unit?,[UNANSWERABLE],,0,"[""KB_00162"", ""KB_00165"", ""KB_00166"", ""KB_00164"", ""KB_00170""]","[""My wife ordered it, It was about two inches to big at the top, becuase of the molding,So it didn't work for what we needed."", ""I really like this storage cabinet. It looks good and was very easy to put together. It was also much more inexpensive than purchasing a previously assembled unit of this size, and then paying for delivery (I don't have a truck and you would need one to deliver a cabinet this large). The only thing that kept me from giving it 5 stars is the fact that the center divider and top shelf is necessary to hold the unit together."", ""Purchased this item to be used in the kitchen, to store food items and it worked perfectly. Easy to assemble and great price."", ""Example, my wife and I were moving it into place and she had the top - pushed/lifted on it to stand it up and move it some and the whole top section popped off. Left with the lock posts sticking up in the air. The whole unit is only stabilized when the backing, 1/8&#34; thick  cardboard, is attached - NOT the best arrangement. Wondering if I am going to have to get some band straps to hold it together."", ""The holes in the sides of the unit that are designed for the hinges of the doors are drilled too far back on the sides of the unit. I was unable to screw the door hinges onto the main unit and had to expand the pre-drilled holes so they reached closer to the front side of the cabinet.""]",25.21845800220035
G_019,REC_019,B000LQ5XW8,Musical_Instruments,long,descriptive,dense,5,"What does ""INTO 1 x 4 OHMS OR 2 x 8 OHMS"" mean?",On a 4 OHM output amp. You use one 4 Ohm speaker or two 8 OHM speakers. Example: One 8 OHM speaker + One 8 OHM speaker = 4 OHMs.,KB_00174,1,"[""KB_00175"", ""KB_00174"", ""KB_00176"", ""KB_00173"", ""KB_00179""]","["")3 speaker outputs on 1/4'' jack and professional speaker connectors (compatible with Neutrik Speakon connectors)Active, temperature-controlled cooling system for ultimate protectionHigh-quality components and exceptionally rugged construction ensure long lifeI've had this amp for about 4 months and have played several gigs of different sizes and this amp has proven itself. Other musicians check it out and at least one I know of has bought this amp to replace a more popular brand."", ""Having previously used a behringer BX3000T head with the bugera 410 cab,for 3 years... which was a beast of a setup in itself, I bought the BX4500H head wanting to be able to bi amp 2 bugera 410 cabs,Which are 4 ohms each and cant be powered by one head. The resulting stack of raw bass power is something to behold."", ""For the price u cant beat this thing. I have it plugged into a hartke 4x10 and it sounds incredible. I skeptically bought this. I filled out the warranty card and read every review i could find on the Internet. Ive had this amp for 2 years now. Carted it around from gig to gig and it still performs perfectly. The Shape knob allows u all kinds of options."", ""I have it hooked to a Hartke 15VX and an Avatar 2 x 12. The DI out sounds pretty lifeless compared to a mic in front of the speaker for recording and PA. This is a great sounding, high powered amp."", ""i've heard many other way more expensive (a couple i own) amps that can't match this one. behringer did their homework on this baby! do yourself a favor and spend way less money and get a superior amp!""]",11.426958997617476
G_020,REC_020,B00C9KUVWQ,Electronics,long,descriptive,dense,5,"Hi, I need an extra one for a different room. The picture looks like the one I need, however it only shows the cable to the computer. Does it come with the other cable that goes to the power plug in? Also, what does the info on the back of the adapter say as far as model and or power numbers-is it 19V 3.42A/50-60Hz 2.0A? Thank you.",[UNANSWERABLE],,0,"[""KB_00183"", ""KB_00182"", ""KB_00184"", ""KB_00181"", ""KB_00185""]","[""I've been through two power adapters for my Asus N61JQ notebook (thanks to one very enthusiastic puppy), and I had to do a bit of searching to find this one. Asus has apparently discontinued the original adapters in favor of this slim design - which is nicely compact and lightweight. Check out the Asus website for a list of compatible notebooks."", ""I needed an extra charger for my laptop and this definitely did it. Like it a lot compared to other charger is that is compact and small. Comes with a velcro to tie of the chords so they don't get messy. Have one for my office and one for at home use."", ""This product was shipped quickly and was just what I needed after accidentally squishing my original ASUS adapter in a recliner."", ""It does what it says and works for the Q550. Matches the original equipment Power Adapter. Not much else to say."", ""Half the size of the PS that actually came with my X750J from the factory. Works perfectly. I leave the monster sized PS that came with it for home use, and take this one with me when I travel.""]",35.224624996772036
G_021,REC_021,B00E7O357A,Electronics,long,descriptive,dense,5,"hi, i have a skoda fabia II and i need to know if this radio is compatible with the sensor parking from factory",[UNANSWERABLE],,0,"[""KB_00191"", ""KB_00186"", ""KB_00193"", ""KB_00190"", ""KB_00188""]","[""I saw a lot questions asked, so I think there are many around there who are interested in this stuff like me. So I prompt to write this less-than-half-hour use review after I got it last night, hopefully it'll help you make your wiser decision.I have a 2011 GTI MK6, my head unit comes with satellite radio, but not gps. It has in-car bluetooth system and steer wheel buttons."", ""Radio antenna is weak and constantly loose signal. And the worst thing I see is that you have to turn off the stereo manually when turning of the car, otherwise it would continue on and could drain your battery. I gave it 4 stars cause the price and multiple functions compared with the factory one. The customer service responded immediately to answer my questions. Didn't try to install other features beside the basic functions of the unit."", ""Unit fit great, rear camera attached works great, blue tooth works great (this is why I bought it- to stream audio). plugs fit perfect like OEM.Only bad comment is Blue tooth phone- person on the other line has trouble hearing me."", ""It does not have AUX (regular 3.5mm earplug) input.4. Did not tried out TV function and AV input function.5. CD reads fine, it is not 6-disc, just eat one disk. Radio is ok. Not tried DVD as I did not have one.6. I saw in one \""questions\"" that this GPS read Garmin TOMTOM and other maps, which I do not think is correct."", ""If you have this turned on with engine off, when you ignite engine, this computer will restart. You can not \""turn off\"" radio, you either power off the whole computer. When you have this computer on, and press the round button, it does not \""turn off\"" radio, it \""mute\"" it.8.""]",31.351707999419887
G_022,REC_022,B0002D4QBE,Health_and_Personal_Care,short,descriptive,dense,5,what are the dimensions?,[UNANSWERABLE],,0,"[""KB_00197"", ""KB_00205"", ""KB_00201"", ""KB_00204"", ""KB_00202""]","[""very sturdy and just right size to fit in small shower stall. i'm pleased with this product."", ""comment------------i liked it.every thing perfect.as i thought.size ,weight and quality.reached in time.packing was perfect andcomfortable to sit.faruqi"", ""the legs did not fit together i had to send it back sorry i was refunded  soemthing was wrong with the grooves and they would not fit together"", ""i found this stool to be just the right height and size for a tub enclosed shower. It is constructed of top quality material and is very stable [I'm 5ft 8in and 150 lbs]."", ""stool was badly made. Its legs bent over very unsafe to use. do not buy this stool  BAD BAD BAD""]",28.390749997925013
G_023,REC_023,B0056XU5XS,Health_and_Personal_Care,long,descriptive,dense,5,Why don't any of the photos show the nutritional label so that you can read this important information?,"ITa pretty simple. 3000mg l-leucine, 2000mg l-valine, 1000mg l-isoleucine, the 3 bcaa's. Serving size is 8",KB_00209,1,"[""KB_00208"", ""KB_00213"", ""KB_00214"", ""KB_00212"", ""KB_00211""]","[""nice deal. great brand. I've need this supplement bad with my intermittent fasting routine. Take it pre workout"", ""You can buy the powder versions for a cheaper price per serving but for capsules, this is the best deal compared to all other bcaa's capsules on Amazon. Don't be fooled by price per serving. Look at the bcaa grams per serving. I compared every single capsule version of bcaa on amazon and this works out to the best deal."", ""Works for me with 1 serving. Will order again. I take it before,during and after my workout and again before bed 2 capsules at a time."", ""You won't find an amino acid complex like this around, it is perfect for muscle gains, as the 3 amino acids in the product promote skeletal muscle growth and they are in the right portions. Take it from a Biology major and a personal Trainer."", ""good product in comparison to most BCAA brands in the market. Would prefer to take less the recommended dosage of 8 capsules 3x/day""]",26.037791001726873
G_024,REC_024,B005MQRAXM,Baby,long,descriptive,dense,5,"how is the seat fabric?  we have a britax, and my son sweats so much when in it.",[UNANSWERABLE],,0,"[""KB_00217"", ""KB_00216""]","[""Not sure if ti works to ward off unsafe angry driver's, but I atleast feel like I am making an effort to keep my Lo safe. They sticker is also cute!"", ""This knob works perfectly as it is intended. It is a good replacement part and has held up very well""]",12.643374997423962
